unix_ms,rel_timestamp,frame,event,gaze_target_world_pos_x,gaze_target_world_pos_y,gaze_target_world_pos_z,gaze_target_screen_pos_x,gaze_target_screen_pos_y,gaze_target_screen_pos_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,gaze_target_distance,gaze_target_name,head_target_world_pos_x,head_target_world_pos_y,head_target_world_pos_z,head_target_screen_pos_x,head_target_screen_pos_y,head_target_screen_pos_z,head_direction_x,head_direction_y,head_direction_z,head_position_x,head_position_y,head_position_z,head_target_distance,head_target_name,gaze_head_rel_direction_x,gaze_head_rel_direction_y,gaze_head_rel_direction_z,gaze_head_angle_diff
1758752793927,0,253,Activation,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1758752794154,0,253,Eye Hit,-4.71103,4.841684,13.8,719.9999,791.9999,16.21451,-0.1079352,0.2025344,0.9733087,16.21451,NorthBuildings_NoColliders,-4.711029,4.841686,13.8,720,792,16.21451,-0.1079351,0.2025345,0.9733087,-2.960915,1.557689,-1.98172,16.21451,NorthBuildings_NoColliders,-9.685755E-08,-8.940697E-08,0.9999999,0
1758752794341,0,254,Eye Hit,-4.882773,2.35213,13.8,783.1805,760.1548,15.79352,-0.1200645,0.05062799,0.9914743,15.91246,NorthBuildings_NoColliders,-6.686901,3.228456,13.8,719.9999,792,16.29524,-0.2279592,0.1032167,0.9681844,-2.972251,1.546514,-1.976797,16.29524,NorthBuildings_NoColliders,0.108978,-0.05492879,0.9925254,7.00975
1758752794360,0.01999998,255,Eye Hit,-6.603215,2.505421,13.8,734.0663,762.1023,16.19159,-0.2237226,0.05905992,0.9728618,16.21827,NorthBuildings_NoColliders,-7.036704,3.352033,13.8,720,792,16.3922,-0.2477935,0.1100805,0.9625387,-2.974822,1.547572,-1.978132,16.39221,NorthBuildings_NoColliders,0.02440502,-0.05187251,0.9983555,3.286344
1758752794407,0.07174087,256,Eye Hit,-6.621828,2.533794,13.8,726.7672,762.0259,16.20216,-0.2248064,0.0607594,0.9725072,16.22524,NorthBuildings_NoColliders,-6.843766,3.383037,13.8,720,792,16.35,-0.2366653,0.1122372,0.9650867,-2.974288,1.547958,-1.97917,16.35,NorthBuildings_NoColliders,0.01174375,-0.05201659,0.9985771,3.056782
1758752794457,0.1190798,257,Eye Hit,-6.657957,2.568558,13.8,722.2529,757.9069,16.2077,-0.2268955,0.06280184,0.9718921,16.23624,NorthBuildings_NoColliders,-6.749738,3.536571,13.8,720,792,16.3466,-0.2309784,0.1215959,0.9653307,-2.974026,1.548892,-1.979878,16.3466,NorthBuildings_NoColliders,0.003908336,-0.05914468,0.9982418,3.398112
1758752794498,0.1591396,258,Eye Hit,-6.631404,2.600987,13.8,723.9155,755.1055,16.19921,-0.225298,0.06474984,0.972136,16.23284,NorthBuildings_NoColliders,-6.770123,3.649554,13.8,720,792,16.36591,-0.2319424,0.1282936,0.9642321,-2.974176,1.549913,-1.980532,16.36591,NorthBuildings_NoColliders,0.006790429,-0.06398455,0.9979278,3.689129
1758752794519,0.1825552,259,Eye Hit,-6.688456,2.668278,13.8,722.6536,756.1522,16.21894,-0.2285627,0.06881303,0.9710942,16.25055,NorthBuildings_NoColliders,-6.789184,3.688541,13.8,720,792,16.37564,-0.2329678,0.1305911,0.9636763,-2.974186,1.550028,-1.980819,16.37564,NorthBuildings_NoColliders,0.004602537,-0.06217707,0.9980546,3.57451
1758752794542,0.2059131,260,Eye Hit,-6.662185,2.724009,13.8,723.8149,755.9099,16.21679,-0.2269666,0.07222331,0.9712209,16.24901,NorthBuildings_NoColliders,-6.794297,3.752193,13.8,720,792,16.38575,-0.2331352,0.1343693,0.9631162,-2.974202,1.550452,-1.981378,16.38575,NorthBuildings_NoColliders,0.006616607,-0.06259514,0.9980171,3.6088
1758752794563,0.2266357,261,Eye Hit,-6.66223,2.724122,13.8,723.7714,755.1937,16.21582,-0.2269661,0.07222332,0.971221,16.2493,NorthBuildings_NoColliders,-6.792815,3.772878,13.8,720,792,16.38846,-0.2330071,0.1356037,0.9629743,-2.974188,1.550543,-1.981665,16.38846,NorthBuildings_NoColliders,0.006540626,-0.06383212,0.9979392,3.678977
1758752794579,0.2442191,262,Eye Hit,-6.654367,2.634611,13.8,723.8818,751.4493,16.20105,-0.2265945,0.06674399,0.9716997,16.24159,NorthBuildings_NoColliders,-6.789526,3.789146,13.8,720,792,16.3902,-0.2327864,0.1365795,0.9628897,-2.974111,1.550582,-1.981953,16.3902,NorthBuildings_NoColliders,0.006729141,-0.07029533,0.9975036,4.049365
1758752794604,0.2676897,263,Eye Hit,-6.654364,2.634806,13.8,723.475,750.6524,16.20004,-0.2265948,0.066744,0.9716996,16.2421,NorthBuildings_NoColliders,-6.776978,3.812106,13.8,720,792,16.39091,-0.2320181,0.1379644,0.9628777,-2.973988,1.550743,-1.982447,16.39091,NorthBuildings_NoColliders,0.006023467,-0.07167005,0.9974102,4.124405
1758752794647,0.3108582,264,Eye Hit,-6.661752,2.585692,13.8,721.5322,749.0463,16.19619,-0.227067,0.06371151,0.9717929,16.24131,NorthBuildings_NoColliders,-6.728456,3.807499,13.8,720,792,16.3798,-0.2292195,0.1377651,0.9635763,-2.973887,1.550934,-1.983187,16.3798,NorthBuildings_NoColliders,0.002655357,-0.07444003,0.9972221,4.271776
1758752794668,0.3322816,265,Eye Hit,-6.6618,2.585678,13.8,721.0158,749.3504,16.19707,-0.2270668,0.06371152,0.971793,16.24152,NorthBuildings_NoColliders,-6.71343,3.798587,13.8,720,792,16.37534,-0.2283641,0.1372601,0.9638514,-2.97389,1.550906,-1.983397,16.37534,NorthBuildings_NoColliders,0.001760513,-0.07391591,0.997263,4.240116
1758752794697,0.3592808,266,Eye Hit,-6.638445,2.580131,13.8,720.6421,749.2754,16.19193,-0.2256975,0.06338822,0.972133,16.23651,NorthBuildings_NoColliders,-6.679737,3.794589,13.8,720,792,16.36775,-0.2264106,0.1370782,0.964338,-2.973905,1.550927,-1.984047,16.36775,NorthBuildings_NoColliders,0.001112774,-0.0740453,0.9972543,4.246808
