unix_ms,unix_ms,frame,rel_timestamp,event,overlap_counter
1758752933045,4158,0,Start,0
1758752938952,4329,5.909576,Overlap,1
1758752940174,4362,7.129669,Overlap,2
1758752941454,4396,8.407913,Overlap,3
1758752942727,4430,9.681168,Overlap,4
1758752944744,4495,11.69949,End,4
