frame,timestamp,id,Label,pos_x,pos_y,for_x,for_y,deltaTime,frameRateRaw,frameRateSmooth,totalActiveAgents
329,1.82501,-394,PedestrianHead,-17.61567,11.69563,0.9558376,-0.2334135,0.01357448,73.66765,72.65879,1
330,1.838187,-192,Pedestrian,-17.60653,11.72662,0.9991496,-0.04123509,0.01455417,68.70884,70.47366,1
330,1.838187,-394,PedestrianHead,-17.59571,11.69353,0.9589798,-0.2241845,0.01455417,68.70884,70.47366,1
331,1.852097,-192,Pedestrian,-17.58635,11.72579,0.9991496,-0.04123509,0.01317724,75.88842,73.29039,1
331,1.852097,-394,PedestrianHead,-17.57792,11.69164,0.9622205,-0.2142586,0.01317724,75.88842,73.29039,1
332,1.866076,-192,Pedestrian,-17.56505,11.72491,0.9991496,-0.04123509,0.01391,71.89072,72.45365,1
332,1.866076,-394,PedestrianHead,-17.55864,11.68946,0.9650055,-0.205392,0.01391,71.89072,72.45365,1
333,1.879911,-192,Pedestrian,-17.54364,11.72403,0.9991496,-0.04123509,0.01397901,71.53581,72.5128,1
333,1.879911,-394,PedestrianHead,-17.53912,11.68712,0.9677051,-0.1964139,0.01397901,71.53581,72.5128,1
334,1.894739,-192,Pedestrian,-17.52245,11.72315,0.9991496,-0.04123521,0.01383464,72.28235,71.98006,1
334,1.894739,-394,PedestrianHead,-17.51949,11.68481,0.9701536,-0.1876338,0.01383464,72.28235,71.98006,1
335,1.908016,-192,Pedestrian,-17.49974,11.72221,0.9991496,-0.04123509,0.01482802,67.43987,69.7118,1
335,1.908016,-394,PedestrianHead,-17.49798,11.68234,0.97237,-0.1788827,0.01482802,67.43987,69.7118,1
336,1.921773,-192,Pedestrian,-17.47941,11.72138,0.9991496,-0.04123509,0.01327714,75.31745,72.34715,1
336,1.921773,-394,PedestrianHead,-17.47869,11.68014,0.9745377,-0.1698142,0.01327714,75.31745,72.34715,1
337,1.935646,-192,Pedestrian,-17.45834,11.72051,0.9991496,-0.04123509,0.01375755,72.68734,72.42688,1
337,1.935646,-394,PedestrianHead,-17.45832,11.67788,0.9762861,-0.1622801,0.01375755,72.68734,72.42688,1
338,1.949306,-192,Pedestrian,-17.43709,11.71963,0.9991496,-0.04123509,0.01387219,72.08668,72.91303,1
338,1.949306,-394,PedestrianHead,-17.43758,11.67561,0.9779362,-0.1549842,0.01387219,72.08668,72.91303,1
339,1.963312,-192,Pedestrian,-17.41617,11.71877,0.9991496,-0.04123509,0.01366016,73.2056,72.76627,1
339,1.963312,-394,PedestrianHead,-17.417,11.67329,0.9794464,-0.1477864,0.01366016,73.2056,72.76627,1
340,1.977065,-192,Pedestrian,-17.39472,11.71788,0.9991496,-0.04123521,0.0140062,71.39695,72.07749,1
340,1.977065,-394,PedestrianHead,-17.39582,11.67091,0.9807588,-0.1407171,0.0140062,71.39695,72.07749,1
341,1.99157,-192,Pedestrian,-17.37366,11.71701,0.9991496,-0.04123521,0.01375297,72.71157,72.41599,1
341,1.99157,-394,PedestrianHead,-17.37513,11.66862,0.9819971,-0.1335962,0.01375297,72.71157,72.41599,1
342,2.005007,-192,Pedestrian,-17.35144,11.7161,0.9991496,-0.04123521,0.01450547,68.93951,70.56261,1
342,2.005007,-394,PedestrianHead,-17.3533,11.66591,0.9831955,-0.1267335,0.01450547,68.93951,70.56261,1
343,2.018745,-192,Pedestrian,-17.33086,11.71525,0.9991496,-0.04123521,0.01343656,74.42379,72.43606,1
343,2.018745,-394,PedestrianHead,-17.33324,11.66314,0.9844512,-0.1194862,0.01343656,74.42379,72.43606,1
344,2.032732,-192,Pedestrian,-17.30982,11.71438,0.9991496,-0.04123521,0.01373828,72.78931,72.50969,1
344,2.032732,-394,PedestrianHead,-17.3132,11.65989,0.9857329,-0.1118962,0.01373828,72.78931,72.50969,1
345,2.046495,-192,Pedestrian,-17.2884,11.71349,0.9991496,-0.04123521,0.01398646,71.49772,72.47041,1
345,2.046495,-394,PedestrianHead,-17.29385,11.6554,0.9873518,-0.1019549,0.01398646,71.49772,72.47041,1
346,2.061329,-192,Pedestrian,-17.26732,11.71262,0.9991496,-0.04123521,0.01376307,72.65819,72.33627,1
346,2.061329,-394,PedestrianHead,-17.27509,11.65092,0.9889426,-0.09142697,0.01376307,72.65819,72.33627,1
347,2.07432,-192,Pedestrian,-17.2446,11.71169,0.9991496,-0.04123521,0.01483443,67.41075,69.80238,1
347,2.07432,-394,PedestrianHead,-17.25309,11.64938,0.9896945,-0.08535206,0.01483443,67.41075,69.80238,1
348,2.088488,-192,Pedestrian,-17.22471,11.71087,0.9991496,-0.04123521,0.01299063,76.97858,73.24416,1
348,2.088488,-394,PedestrianHead,-17.23208,11.65165,0.9895455,-0.08513165,0.01299063,76.97858,73.24416,1
349,2.102333,-192,Pedestrian,-17.20301,11.70997,0.9991496,-0.04123521,0.01416808,70.58121,71.86633,1
349,2.102333,-394,PedestrianHead,-17.2098,11.65303,0.9895046,-0.08452845,0.01416808,70.58121,71.86633,1
350,2.116162,-192,Pedestrian,-17.18181,11.70909,0.9991496,-0.04123521,0.01384432,72.23177,72.68597,1
350,2.116162,-394,PedestrianHead,-17.1884,11.65375,0.9895647,-0.08292878,0.01384432,72.23177,72.68597,1
