frame,timestamp,id,Label,pos_x,pos_y,for_x,for_y,deltaTime,frameRateRaw,frameRateSmooth,totalActiveAgents
338,1.86521,-192,Pedestrian,20.46513,12.37539,-0.9977493,-0.06705499,0.023645,42.29224,45.23466,1
338,1.86521,-394,PedestrianHead,20.46923,12.3235,-0.9657211,-0.2089101,0.023645,42.29224,45.23466,1
339,1.890469,-192,Pedestrian,20.43802,12.37356,-0.9977493,-0.06705499,0.01839432,54.36459,51.18288,1
339,1.890469,-394,PedestrianHead,20.44382,12.32252,-0.9707103,-0.1896859,0.01839432,54.36459,51.18288,1
340,1.906321,-192,Pedestrian,20.40079,12.37106,-0.9977493,-0.06705499,0.02525922,39.5895,44.56258,1
340,1.906321,-394,PedestrianHead,20.40689,12.32124,-0.9743869,-0.1738011,0.02525922,39.5895,44.56258,1
341,1.930875,-192,Pedestrian,20.37742,12.36949,-0.9977493,-0.06705511,0.01585172,63.08463,54.29208,1
341,1.930875,-394,PedestrianHead,20.38435,12.3212,-0.9779269,-0.1577523,0.01585172,63.08463,54.29208,1
342,1.95838,-192,Pedestrian,20.34123,12.36706,-0.9977493,-0.06705511,0.02455453,40.72568,47.20613,1
342,1.95838,-394,PedestrianHead,20.34748,12.32073,-0.9802718,-0.1454362,0.02455453,40.72568,47.20613,1
343,1.986873,-192,Pedestrian,20.30069,12.36433,-0.9977493,-0.06705499,0.02750479,36.3573,43.01328,1
343,1.986873,-394,PedestrianHead,20.30738,12.32055,-0.9832435,-0.1294487,0.02750479,36.3573,43.01328,1
344,2.015871,-192,Pedestrian,20.25869,12.36151,-0.9977493,-0.06705499,0.02849256,35.09689,36.60077,1
344,2.015871,-394,PedestrianHead,20.2668,12.32092,-0.9859655,-0.114336,0.02849256,35.09689,36.60077,1
345,2.04213,-192,Pedestrian,20.21594,12.35864,-0.9977493,-0.06705499,0.02899797,34.48517,35.04311,1
345,2.04213,-394,PedestrianHead,20.22707,12.32065,-0.988965,-0.09585977,0.02899797,34.48517,35.04311,1
346,2.069584,-192,Pedestrian,20.17724,12.35604,-0.9977493,-0.06705499,0.02625964,38.08126,36.40556,1
346,2.069584,-394,PedestrianHead,20.1934,12.3205,-0.9923243,-0.07149243,0.02625964,38.08126,36.40556,1
347,2.097274,-192,Pedestrian,20.13677,12.35332,-0.9977493,-0.06705499,0.02745412,36.42441,36.53362,1
347,2.097274,-394,PedestrianHead,20.15337,12.32145,-0.9934819,-0.0597297,0.02745412,36.42441,36.53362,1
348,2.126593,-192,Pedestrian,20.09595,12.35057,-0.9977493,-0.06705499,0.02768953,36.11473,36.60094,1
348,2.126593,-394,PedestrianHead,20.11029,12.3218,-0.9936319,-0.05371845,0.02768953,36.11473,36.60094,1
349,2.142618,-192,Pedestrian,20.05274,12.34767,-0.9977493,-0.06705499,0.02931927,34.10726,35.17293,1
349,2.142618,-394,PedestrianHead,20.06511,12.32201,-0.9935442,-0.04781175,0.02931927,34.10726,35.17293,1
350,2.166881,-192,Pedestrian,20.02912,12.34608,-0.9977493,-0.06705499,0.01602453,62.40431,48.65728,1
350,2.166881,-394,PedestrianHead,20.03964,12.32361,-0.9931036,-0.04493248,0.01602453,62.40431,48.65728,1
351,2.195005,-192,Pedestrian,19.99335,12.34368,-0.9977493,-0.06705499,0.02426282,41.21533,46.15041,1
351,2.195005,-394,PedestrianHead,20.00316,12.32364,-0.9927441,-0.0417794,0.02426282,41.21533,46.15041,1
352,2.224134,-192,Pedestrian,19.9519,12.34089,-0.9977493,-0.06705499,0.02812422,35.55654,42.62373,1
352,2.224134,-394,PedestrianHead,19.96084,12.3233,-0.9921739,-0.04012334,0.02812422,35.55654,42.62373,1
353,2.240214,-192,Pedestrian,19.90896,12.33801,-0.9977493,-0.06705499,0.02912896,34.33009,36.07507,1
353,2.240214,-394,PedestrianHead,19.91733,12.322,-0.9915444,-0.04196179,0.02912896,34.33009,36.07507,1
354,2.265027,-192,Pedestrian,19.88526,12.33641,-0.9977493,-0.06705499,0.01608052,62.18703,48.50385,1
354,2.265027,-394,PedestrianHead,19.89277,12.32203,-0.9909484,-0.04457712,0.01608052,62.18703,48.50385,1
355,2.293227,-192,Pedestrian,19.84868,12.33395,-0.9977493,-0.06705499,0.02481287,40.30167,45.67297,1
355,2.293227,-394,PedestrianHead,19.85634,12.32059,-0.9902546,-0.05089402,0.02481287,40.30167,45.67297,1
356,2.321145,-192,Pedestrian,19.80712,12.33116,-0.9977493,-0.06705511,0.02820011,35.46086,42.25834,1
356,2.321145,-394,PedestrianHead,19.81439,12.319,-0.9893327,-0.05754709,0.02820011,35.46086,42.25834,1
357,2.348872,-192,Pedestrian,19.76597,12.3284,-0.9977493,-0.06705511,0.02791703,35.82042,36.6088,1
357,2.348872,-394,PedestrianHead,19.77222,12.31713,-0.9885088,-0.06154442,0.02791703,35.82042,36.6088,1
358,2.36499,-192,Pedestrian,19.7251,12.32565,-0.9977493,-0.06705511,0.02772729,36.06554,35.87107,1
358,2.36499,-394,PedestrianHead,19.72996,12.31519,-0.9877641,-0.06391764,0.02772729,36.06554,35.87107,1
359,2.391278,-192,Pedestrian,19.70134,12.32405,-0.9977493,-0.06705511,0.01611802,62.04235,49.00493,1
359,2.391278,-394,PedestrianHead,19.70489,12.31457,-0.9872097,-0.06455982,0.01611802,62.04235,49.00493,1
360,2.418056,-192,Pedestrian,19.66259,12.32145,-0.9977493,-0.06705511,0.02628823,38.03983,44.84573,1
360,2.418056,-394,PedestrianHead,19.66502,12.31219,-0.9866642,-0.06604385,0.02628823,38.03983,44.84573,1
361,2.446156,-192,Pedestrian,19.62312,12.3188,-0.9977493,-0.06705511,0.02677808,37.34398,42.49241,1
361,2.446156,-394,PedestrianHead,19.62414,12.3099,-0.985895,-0.06871998,0.02677808,37.34398,42.49241,1
362,2.4732,-192,Pedestrian,19.5817,12.31601,-0.9977493,-0.06705499,0.0280999,35.58732,36.60482,1
362,2.4732,-394,PedestrianHead,19.58096,12.30713,-0.984996,-0.07232785,0.0280999,35.58732,36.60482,1
363,2.502083,-192,Pedestrian,19.54183,12.31333,-0.9977493,-0.06705499,0.02704459,36.97598,36.63298,1
363,2.502083,-394,PedestrianHead,19.53856,12.30452,-0.9841096,-0.07513785,0.02704459,36.97598,36.63298,1
364,2.531216,-192,Pedestrian,19.49926,12.31047,-0.9977493,-0.06705499,0.02888282,34.62266,35.52159,1
364,2.531216,-394,PedestrianHead,19.49242,12.30172,-0.9832817,-0.07794583,0.02888282,34.62266,35.52159,1
365,2.558011,-192,Pedestrian,19.45632,12.30759,-0.9977493,-0.06705511,0.02913266,34.32574,34.94486,1
365,2.558011,-394,PedestrianHead,19.44654,12.29874,-0.9824641,-0.08066392,0.02913266,34.32574,34.94486,1
366,2.585669,-192,Pedestrian,19.41682,12.30493,-0.9977493,-0.06705511,0.02679443,37.32119,35.88285,1
366,2.585669,-394,PedestrianHead,19.40465,12.29574,-0.9817597,-0.08380008,0.02679443,37.32119,35.88285,1
367,2.613164,-192,Pedestrian,19.37605,12.30219,-0.9977493,-0.06705511,0.02765834,36.15546,36.13924,1
367,2.613164,-394,PedestrianHead,19.3618,12.29175,-0.9813766,-0.08719003,0.02765834,36.15546,36.13924,1
368,2.642059,-192,Pedestrian,19.33552,12.29947,-0.9977493,-0.06705511,0.02749557,36.36949,36.49562,1
368,2.642059,-394,PedestrianHead,19.31982,12.28752,-0.9813057,-0.09004855,0.02749557,36.36949,36.49562,1
369,2.669826,-192,Pedestrian,19.29293,12.29661,-0.9977493,-0.06705511,0.02889469,34.60843,35.44616,1
