unix_ms,unix_ms,unix_ms,unix_ms,unix_ms,unix_ms,unix_ms,frame,rel_timestamp,event,overlap_counter
1758744901798,7388,0,Start,0
1758744907704,7533,5.912369,Overlap,1
1758744908890,7563,7.097397,Overlap,2
1758744910134,7595,8.342087,Overlap,3
1758744911406,7627,9.613083,Overlap,4
1758744913408,7679,11.61502,End,4
