unix_ms,unix_ms,frame,rel_timestamp,event,overlap_counter
1758744772334,3578,0,Start,0
1758744778208,3747,5.877571,Overlap,1
1758744779455,3790,7.125298,Overlap,2
1758744780681,3831,8.350029,Overlap,3
1758744781927,3870,9.596527,Overlap,4
1758744783946,3930,11.61335,End,4
