unix_ms,rel_timestamp,frame,event,gaze_target_world_pos_x,gaze_target_world_pos_y,gaze_target_world_pos_z,gaze_target_screen_pos_x,gaze_target_screen_pos_y,gaze_target_screen_pos_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,gaze_target_distance,gaze_target_name,head_target_world_pos_x,head_target_world_pos_y,head_target_world_pos_z,head_target_screen_pos_x,head_target_screen_pos_y,head_target_screen_pos_z,head_direction_x,head_direction_y,head_direction_z,head_position_x,head_position_y,head_position_z,head_target_distance,head_target_name,gaze_head_rel_direction_x,gaze_head_rel_direction_y,gaze_head_rel_direction_z,gaze_head_angle_diff
1758744669358,0,267,Activation,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1758744669763,0,267,Eye Hit,-6.128958,4.986095,13.8,720.0001,792,16.47846,-0.1890039,0.2075329,0.9597956,16.47846,NorthBuildings_NoColliders,-6.128961,4.986094,13.8,720,792,16.47846,-0.1890041,0.2075328,0.9597956,-3.014464,1.566273,-2.015956,16.47846,NorthBuildings_NoColliders,1.788139E-07,2.980232E-08,0.9999999,0
1758744669904,0,268,Eye Hit,-7.424281,3.440235,13.8,712.4529,723.0155,16.4148,-0.2662725,0.1131881,0.957229,16.53375,NorthBuildings_NoColliders,-7.116717,5.433068,13.8,720,792,16.79826,-0.2437705,0.2300392,0.942156,-3.021798,1.568811,-2.026582,16.79826,NorthBuildings_NoColliders,-0.01302132,-0.1190227,0.9928061,6.876661
1758744669948,0.01999998,269,Eye Hit,-12.77307,1.088492,13.8,599.7214,623.8965,17.50095,-0.5240692,-0.02590427,0.8512816,18.59585,NorthBuildings_NoColliders,-8.618873,5.810674,13.8,720,792,17.31597,-0.3228993,0.2448878,0.9142024,-3.027559,1.570204,-2.030303,17.31597,NorthBuildings_NoColliders,-0.1967197,-0.2749389,0.9411216,19.75922
1758744669965,0.03919816,270,Eye Hit,-13.72332,4.164951E-17,10.87427,555.024,567.3383,15.15078,-0.6351395,-0.09333001,0.7667382,16.83464,NorthSidewalk,-9.93629,6.198558,13.8,720,791.9999,17.88283,-0.3861429,0.2587611,0.8854018,-3.030962,1.571178,-2.033491,17.88283,NorthBuildings_NoColliders,-0.2580265,-0.3513772,0.8999757,25.84513
1758744670018,0.09180641,271,Eye Hit,-10.11669,-1.040188E-16,7.576526,605.1664,540.1385,10.85322,-0.5882907,-0.1305233,0.7980462,12.04368,RoadWest,-10.3554,6.406525,13.8,720,792,18.10403,-0.4045451,0.2670424,0.8746608,-3.031502,1.571981,-2.034889,18.10403,NorthBuildings_NoColliders,-0.1798381,-0.3944345,0.9011546,25.68974
1758744670059,0.1328835,272,Eye Hit,-5.680046,2.3107E-17,4.427644,764.267,482.315,6.290153,-0.3699947,-0.2195648,0.9027154,7.159632,RoadWest,-10.40517,6.489964,13.8,720,792,18.14735,-0.4063485,0.2710015,0.8726047,-3.031023,1.572003,-2.035467,18.14735,NorthBuildings_NoColliders,0.06758687,-0.4728292,0.8785582,28.53107
1758744670100,0.1730082,273,Eye Hit,-4.362663,4.663905E-17,3.84476,870.9042,455.6129,5.246797,-0.2138267,-0.2523183,0.9437233,6.231382,RoadWest,-10.29501,6.519532,13.8,720,792,18.11158,-0.4011127,0.2731535,0.8743545,-3.030224,1.572292,-2.035939,18.11157,NorthBuildings_NoColliders,0.2208137,-0.4922241,0.8419957,32.64853
1758744670138,0.2109199,274,Eye Hit,-4.155407,4.366601E-17,3.918402,890.4759,455.6699,5.236764,-0.1797992,-0.2511608,0.9510996,6.260953,RoadWest,-10.12118,6.52574,13.8,720,792,18.0448,-0.3929931,0.2744964,0.877615,-3.029694,1.572506,-2.03639,18.0448,NorthBuildings_NoColliders,0.2477986,-0.4888797,0.8364165,33.23638
1758744670166,0.2396426,275,Eye Hit,-4.096039,4.08077E-17,3.989202,894.2901,458.357,5.287059,-0.1688654,-0.248892,0.9536967,6.317843,RoadWest,-10.01287,6.492339,13.8,720,792,17.99332,-0.3881273,0.2734281,0.8801104,-3.029173,1.572461,-2.036105,17.99332,NorthBuildings_NoColliders,0.253473,-0.4852227,0.8368456,33.1915
1758744670192,0.2659862,276,Eye Hit,-4.095661,4.08314E-17,3.988615,892.0955,459.5096,5.295046,-0.1688654,-0.2488918,0.9536967,6.317155,RoadWest,-9.952658,6.460564,13.8,720,792,17.96144,-0.3854781,0.2721538,0.8816683,-3.028915,1.572289,-2.036036,17.96144,NorthBuildings_NoColliders,0.2506864,-0.4843296,0.8382012,33.04935
