unix_ms,rel_timestamp,frame,event,gaze_target_world_pos_x,gaze_target_world_pos_y,gaze_target_world_pos_z,gaze_target_screen_pos_x,gaze_target_screen_pos_y,gaze_target_screen_pos_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,gaze_target_distance,gaze_target_name,head_target_world_pos_x,head_target_world_pos_y,head_target_world_pos_z,head_target_screen_pos_x,head_target_screen_pos_y,head_target_screen_pos_z,head_direction_x,head_direction_y,head_direction_z,head_position_x,head_position_y,head_position_z,head_target_distance,head_target_name,gaze_head_rel_direction_x,gaze_head_rel_direction_y,gaze_head_rel_direction_z,gaze_head_angle_diff
1759347526350,0,1242,Activation,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1759347526562,0,1242,Eye Hit,-3.344543,3.36486,13.8,719.9999,792,15.89431,-0.02273345,0.1168468,0.9928898,15.89431,NorthBuildings_NoColliders,-3.34454,3.36486,13.8,720,792,15.89431,-0.02273329,0.1168468,0.9928898,-2.98321,1.507661,-1.981298,15.89431,NorthBuildings_NoColliders,-1.676381E-07,5.215406E-08,1,0
1759347526693,0,1243,Eye Hit,-3.350404,3.351228,13.8,719.9999,792,15.88815,-0.02307558,0.1160542,0.9929748,15.88815,NorthBuildings_NoColliders,-3.350404,3.351228,13.8,720,792,15.88815,-0.02307556,0.1160542,0.9929748,-2.983776,1.507342,-1.976531,15.88815,NorthBuildings_NoColliders,-1.862645E-08,1.490116E-08,1,0
1759347526705,0.02000046,1244,Eye Hit,-3.365687,3.343806,13.8,720,791.9999,15.88724,-0.024014,0.1156032,0.9930052,15.88725,NorthBuildings_NoColliders,-3.365687,3.343808,13.8,720,792,15.88725,-0.02401401,0.1156033,0.9930052,-2.98417,1.50719,-1.976117,15.88725,NorthBuildings_NoColliders,2.04891E-08,-1.043081E-07,1,0
1759347526757,0.0729332,1245,Eye Hit,-3.413381,3.337705,13.8,720.0001,792,15.88762,-0.02699471,0.1152202,0.9929731,15.88762,NorthBuildings_NoColliders,-3.413383,3.337706,13.8,719.9999,792,15.88762,-0.02699482,0.1152202,0.9929731,-2.984499,1.507131,-1.975979,15.88762,NorthBuildings_NoColliders,1.098961E-07,-4.470348E-08,1,0
1759347526801,0.1158295,1246,Eye Hit,-3.425186,3.341655,13.8,720,792,15.88837,-0.02773238,0.1154659,0.9929243,15.88837,NorthBuildings_NoColliders,-3.425187,3.341655,13.8,720,792,15.88837,-0.02773245,0.1154659,0.9929242,-2.984564,1.507089,-1.97595,15.88837,NorthBuildings_NoColliders,7.264316E-08,-7.450581E-09,1,0
1759347526835,0.1496754,1247,Eye Hit,-3.417851,3.351781,13.8,720.0001,792,15.8893,-0.02727532,0.1160908,0.9928641,15.8893,NorthBuildings_NoColliders,-3.417853,3.351781,13.8,719.9999,792,15.8893,-0.02727547,0.1160908,0.992864,-2.984465,1.50718,-1.975914,15.8893,NorthBuildings_NoColliders,1.508743E-07,7.450581E-09,1,0
1759347526858,0.1736813,1248,Eye Hit,-3.410253,3.34944,13.8,719.9999,792,15.8888,-0.02680159,0.1159474,0.9928937,15.8888,NorthBuildings_NoColliders,-3.410252,3.349441,13.8,720,792,15.8888,-0.02680153,0.1159474,0.9928937,-2.984408,1.507175,-1.97589,15.8888,NorthBuildings_NoColliders,-5.587935E-08,-3.72529E-08,1,0
1759347526880,0.1937008,1249,Eye Hit,-3.406534,3.347731,13.8,719.9999,792,15.88847,-0.0265727,0.115842,0.9929121,15.88847,NorthBuildings_NoColliders,-3.406532,3.34773,13.8,720,792,15.88847,-0.02657259,0.1158419,0.9929122,-2.984334,1.507178,-1.975861,15.88847,NorthBuildings_NoColliders,-1.098961E-07,4.470348E-08,0.9999999,0
1759347526894,0.2093906,1250,Eye Hit,-3.399619,3.346051,13.8,720,792.0001,15.88808,-0.02614093,0.115742,0.9929353,15.88808,NorthBuildings_NoColliders,-3.399619,3.346048,13.8,720,792,15.88808,-0.02614094,0.1157418,0.9929353,-2.98429,1.507134,-1.975834,15.88808,NorthBuildings_NoColliders,1.117587E-08,1.639128E-07,1,0
