TP9,AF7,AF8,TP10,unix_sec,unix_ms,rel_sec,rel_ms
674.90845,658.3883,791.75824,700.696,1758146964.192,1758146964192,3.494999885559082,3495
796.5934,905.78754,797.3993,780.4762,1758146964.192,1758146964192,3.494999885559082,3495
908.60803,901.3553,802.6374,879.59705,1758146964.193,1758146964193,3.496000051498413,3496
801.02563,689.41394,800.2198,813.1135,1758146964.193,1758146964193,3.496000051498413,3496
678.93774,688.60803,796.5934,711.1722,1758146964.234,1758146964234,3.5369999408721924,3537
761.53845,865.4945,796.99634,755.4945,1758146964.234,1758146964234,3.5369999408721924,3537
900.9524,966.2271,800.6227,862.674,1758146964.235,1758146964235,3.5379998683929443,3538
846.9597,722.8571,800.2198,843.3333,1758146964.235,1758146964235,3.5379998683929443,3538
704.3223,608.4249,794.17584,731.7216,1758146964.236,1758146964236,3.5390000343322754,3539
730.10986,857.4359,789.34064,725.6777,1758146964.236,1758146964236,3.5390000343322754,3539
879.59705,992.01465,794.17584,840.5128,1758146964.237,1758146964237,3.5399999618530273,3540
896.9231,859.0476,800.6227,876.3736,1758146964.238,1758146964238,3.5409998893737793,3541
749.85345,673.2967,797.3993,771.6117,1758146964.238,1758146964238,3.5409998893737793,3541
705.9341,669.2674,794.17584,720.0366,1758146964.238,1758146964238,3.5409998893737793,3541
847.3626,912.23444,799.011,816.7399,1758146964.239,1758146964239,3.5420000553131104,3542
923.91943,892.0879,803.0403,894.10254,1758146964.239,1758146964239,3.5420000553131104,3542
784.5055,690.2198,801.02563,799.41394,1758146964.266,1758146964266,3.569000005722046,3569
689.81683,708.7546,797.3993,709.9634,1758146964.266,1758146964266,3.569000005722046,3569
801.4286,882.8205,795.38464,777.6557,1758146964.267,1758146964267,3.569999933242798,3570
919.0842,932.381,802.6374,879.59705,1758146964.268,1758146964268,3.57099986076355,3571
824.3956,772.8205,807.47253,834.0659,1758146964.268,1758146964268,3.57099986076355,3571
692.23444,733.3333,800.6227,724.0659,1758146964.268,1758146964268,3.57099986076355,3571
758.315,872.74725,798.20514,749.85345,1758146964.269,1758146964269,3.572000026702881,3572
901.75824,924.7253,805.4579,866.7033,1758146964.269,1758146964269,3.572000026702881,3572
865.09155,724.0659,810.696,865.09155,1758146964.27,1758146964270,3.572999954223633,3573
718.4249,650.32965,805.05493,749.0476,1758146964.27,1758146964270,3.572999954223633,3573
723.2601,749.85345,799.81683,726.8865,1758146964.271,1758146964271,3.5739998817443848,3574
860.2564,886.4469,802.6374,831.6484,1758146964.271,1758146964271,3.5739998817443848,3574
888.86444,893.69965,808.2784,880.80585,1758146964.336,1758146964336,3.6389999389648438,3639
741.79486,699.4872,804.65204,778.46155,1758146964.337,1758146964337,3.6399998664855957,3640
678.93774,698.2784,801.02563,711.978,1758146964.338,1758146964338,3.6410000324249268,3641
809.4872,871.9414,803.8461,802.6374,1758146964.338,1758146964338,3.6410000324249268,3641
898.93774,942.0513,808.2784,885.64105,1758146964.338,1758146964338,3.6410000324249268,3641
775.2381,788.5348,807.0696,807.0696,1758146964.338,1758146964338,3.6410000324249268,3641
665.64105,642.27106,799.81683,711.1722,1758146964.339,1758146964339,3.6419999599456787,3642
767.1795,799.011,801.8315,772.4176,1758146964.339,1758146964339,3.6419999599456787,3642
898.5348,1002.49084,811.9048,884.43225,1758146964.341,1758146964341,3.6440000534057617,3644
814.7253,764.7619,813.91943,845.7509,1758146964.341,1758146964341,3.6440000534057617,3644
675.7143,565.31134,804.65204,734.5421,1758146964.342,1758146964342,3.6449999809265137,3645
731.31866,774.83514,801.4286,746.2271,1758146964.342,1758146964342,3.6449999809265137,3645
880.80585,983.95605,808.68134,859.0476,1758146964.364,1758146964364,3.6670000553131104,3667
866.7033,836.4835,810.696,873.95605,1758146964.364,1758146964364,3.6670000553131104,3667
717.619,649.92676,803.8461,758.315,1758146964.365,1758146964365,3.6679999828338623,3668
707.9487,767.5824,800.6227,727.28937,1758146964.365,1758146964365,3.6679999828338623,3668
858.6447,948.9011,806.6667,831.2454,1758146964.365,1758146964365,3.6679999828338623,3668
911.4286,953.3333,815.12823,889.2674,1758146964.366,1758146964366,3.6689999103546143,3669
770.40295,703.1135,809.0842,789.34064,1758146964.366,1758146964366,3.6689999103546143,3669
691.4286,628.5714,798.60803,707.9487,1758146964.367,1758146964367,3.6700000762939453,3670
821.1722,872.74725,801.4286,792.96704,1758146964.367,1758146964367,3.6700000762939453,3670
927.1429,942.8571,809.0842,888.46155,1758146964.367,1758146964367,3.6700000762939453,3670
807.0696,747.4359,804.65204,814.7253,1758146964.368,1758146964368,3.6710000038146973,3671
687.8022,647.9121,799.41394,715.6044,1758146964.368,1758146964368,3.6710000038146973,3671
780.87915,882.4176,805.05493,768.7912,1758146964.435,1758146964435,3.73799991607666,3738
912.6374,962.1978,809.0842,874.35895,1758146964.436,1758146964436,3.739000082015991,3739
840.5128,720.84247,807.47253,843.3333,1758146964.436,1758146964436,3.739000082015991,3739
699.89014,642.674,802.6374,732.9304,1758146964.437,1758146964437,3.740000009536743,3740
733.73627,840.5128,799.011,742.1978,1758146964.437,1758146964437,3.740000009536743,3740
881.2088,1017.3993,805.05493,855.82416,1758146964.437,1758146964437,3.740000009536743,3740
881.2088,857.4359,812.71063,882.01465,1758146964.438,1758146964438,3.740999937057495,3741
729.304,626.9597,806.6667,770.80585,1758146964.438,1758146964438,3.740999937057495,3741
701.50183,736.9597,803.0403,722.4542,1758146964.438,1758146964438,3.740999937057495,3741
840.5128,892.8938,809.89014,825.2015,1758146964.439,1758146964439,3.741999864578247,3742
905.78754,847.76556,813.1135,894.90845,1758146964.44,1758146964440,3.743000030517578,3743
774.0293,712.381,806.26373,802.23444,1758146964.441,1758146964441,3.74399995803833,3744
686.5934,715.2015,798.60803,718.8278,1758146964.476,1758146964476,3.7790000438690186,3779
811.50183,871.53845,805.05493,796.99634,1758146964.477,1758146964477,3.7799999713897705,3780
930.7692,928.3516,813.5165,902.1612,1758146964.477,1758146964477,3.7799999713897705,3780
821.1722,704.3223,807.0696,837.6923,1758146964.477,1758146964477,3.7799999713897705,3780
694.2491,707.9487,801.02563,733.3333,1758146964.478,1758146964478,3.7809998989105225,3781
774.43225,894.90845,804.65204,774.83514,1758146964.478,1758146964478,3.7809998989105225,3781
912.23444,932.7839,809.89014,880.80585,1758146964.478,1758146964478,3.7809998989105225,3781
865.09155,731.31866,811.50183,863.8828,1758146964.479,1758146964479,3.7820000648498535,3782
716.8132,609.2308,801.8315,747.03296,1758146964.479,1758146964479,3.7820000648498535,3782
731.31866,784.5055,797.8022,736.1539,1758146964.479,1758146964479,3.7820000648498535,3782
878.7912,948.0952,807.8755,847.3626,1758146964.48,1758146964480,3.7829999923706055,3783
898.1319,865.89746,812.71063,886.04395,1758146964.48,1758146964480,3.7829999923706055,3783
749.45056,705.12823,804.65204,776.04395,1758146964.506,1758146964506,3.809000015258789,3809
696.26373,744.61536,796.99634,713.9927,1758146964.506,1758146964506,3.809000015258789,3809
830.84247,895.31134,800.2198,808.68134,1758146964.507,1758146964507,3.809999942779541,3810
912.6374,875.16486,805.8608,890.07324,1758146964.507,1758146964507,3.809999942779541,3810
782.0879,737.76556,804.2491,805.05493,1758146964.507,1758146964507,3.809999942779541,3810
681.75824,757.9121,799.81683,714.3956,1758146964.508,1758146964508,3.810999870300293,3811
786.1172,868.71796,799.011,779.67035,1758146964.508,1758146964508,3.810999870300293,3811
909.81683,904.57874,804.2491,880.80585,1758146964.508,1758146964508,3.810999870300293,3811
817.5458,727.28937,805.05493,831.2454,1758146964.509,1758146964509,3.812000036239624,3812
677.72894,608.022,798.60803,719.2308,1758146964.509,1758146964509,3.812000036239624,3812
745.82416,793.36993,796.5934,742.6007,1758146964.509,1758146964509,3.812000036239624,3812
891.28204,917.0696,801.8315,858.24176,1758146964.51,1758146964510,3.812999963760376,3813
861.8681,819.15753,807.47253,865.89746,1758146964.54,1758146964540,3.8429999351501465,3843
719.6337,705.5311,801.4286,755.09155,1758146964.541,1758146964541,3.8439998626708984,3844
719.6337,772.01465,796.99634,729.707,1758146964.541,1758146964541,3.8439998626708984,3844
865.89746,906.99634,804.65204,837.6923,1758146964.541,1758146964541,3.8439998626708984,3844
907.8022,891.685,809.4872,886.4469,1758146964.542,1758146964542,3.8450000286102295,3845
762.74725,757.1062,804.65204,779.67035,1758146964.542,1758146964542,3.8450000286102295,3845
695.05493,729.707,796.99634,707.5458,1758146964.543,1758146964543,3.8459999561309814,3846
824.3956,848.5714,799.81683,800.6227,1758146964.543,1758146964543,3.8459999561309814,3846
917.47253,869.12085,804.2491,888.0586,1758146964.543,1758146964543,3.8459999561309814,3846
797.8022,728.0952,804.2491,811.50183,1758146964.544,1758146964544,3.8469998836517334,3847
691.4286,682.1612,801.8315,717.2161,1758146964.544,1758146964544,3.8469998836517334,3847
790.54944,852.6007,803.0403,776.4469,1758146964.544,1758146964544,3.8469998836517334,3847
916.6667,930.7692,809.89014,881.2088,1758146964.608,1758146964608,3.9110000133514404,3911
833.2601,768.3883,808.2784,836.8865,1758146964.609,1758146964609,3.9119999408721924,3912
691.8315,653.95605,802.23444,721.6484,1758146964.609,1758146964609,3.9119999408721924,3912
741.79486,789.7436,803.0403,737.76556,1758146964.609,1758146964609,3.9119999408721924,3912
891.685,957.3626,808.2784,850.989,1758146964.61,1758146964610,3.9129998683929443,3913
882.8205,910.2198,809.89014,865.89746,1758146964.61,1758146964610,3.9129998683929443,3913
736.1539,697.0696,802.23444,759.5238,1758146964.61,1758146964610,3.9129998683929443,3913
711.5751,689.011,791.75824,717.619,1758146964.611,1758146964611,3.9140000343322754,3914
853.8095,919.0842,799.011,821.978,1758146964.611,1758146964611,3.9140000343322754,3914
908.20514,867.9121,807.0696,889.67035,1758146964.611,1758146964611,3.9140000343322754,3914
769.19415,698.2784,801.02563,789.34064,1758146964.612,1758146964612,3.9149999618530273,3915
692.23444,676.52014,794.57874,703.5165,1758146964.612,1758146964612,3.9149999618530273,3915
813.91943,881.6117,799.011,784.10254,1758146964.642,1758146964642,3.944999933242798,3945
922.3077,945.6777,805.8608,883.22345,1758146964.642,1758146964642,3.944999933242798,3945
809.89014,769.19415,803.0403,816.7399,1758146964.644,1758146964644,3.947000026702881,3947
687.3993,694.2491,796.99634,714.7985,1758146964.644,1758146964644,3.947000026702881,3947
770.40295,812.3077,797.3993,759.5238,1758146964.645,1758146964645,3.947999954223633,3948
910.6227,1002.8938,803.44324,876.77655,1758146964.645,1758146964645,3.947999954223633,3948
850.18317,821.978,804.65204,858.24176,1758146964.645,1758146964645,3.947999954223633,3948
697.0696,562.8938,799.41394,735.7509,1758146964.646,1758146964646,3.9489998817443848,3949
726.08057,762.74725,799.011,728.9011,1758146964.646,1758146964646,3.9489998817443848,3949
877.5824,949.707,802.23444,843.73627,1758146964.646,1758146964646,3.9489998817443848,3949
885.64105,855.0183,805.4579,872.3443,1758146964.647,1758146964647,3.950000047683716,3950
739.3773,671.28204,801.4286,761.13556,1758146964.647,1758146964647,3.950000047683716,3950
703.5165,730.10986,796.5934,713.5897,1758146964.707,1758146964707,4.009999990463257,4010
844.5421,904.17584,804.2491,816.337,1758146964.708,1758146964708,4.010999917984009,4011
917.0696,880.80585,811.50183,893.2967,1758146964.708,1758146964708,4.010999917984009,4011
778.46155,722.4542,804.2491,797.8022,1758146964.709,1758146964709,4.01200008392334,4012
685.78754,731.31866,799.81683,707.9487,1758146964.709,1758146964709,4.01200008392334,4012
802.6374,926.337,803.0403,786.1172,1758146964.709,1758146964709,4.01200008392334,4012
917.0696,946.4835,807.0696,888.86444,1758146964.71,1758146964710,4.013000011444092,4013
812.3077,719.2308,805.8608,826.0073,1758146964.71,1758146964710,4.013000011444092,4013
679.7436,649.92676,795.78754,715.6044,1758146964.71,1758146964710,4.013000011444092,4013
750.65936,777.25275,793.36993,748.24176,1758146964.711,1758146964711,4.013999938964844,4014
889.67035,893.2967,800.2198,861.06226,1758146964.711,1758146964711,4.013999938964844,4014
845.34796,786.1172,802.6374,854.21246,1758146964.711,1758146964711,4.013999938964844,4014
700.293,674.10254,798.20514,745.0183,1758146964.744,1758146964744,4.046999931335449,4047
715.6044,783.69965,797.3993,734.5421,1758146964.744,1758146964744,4.046999931335449,4047
866.30035,935.6044,803.44324,845.34796,1758146964.745,1758146964745,4.047999858856201,4048
889.67035,835.2747,806.6667,886.8498,1758146964.745,1758146964745,4.047999858856201,4048
741.79486,708.3516,803.8461,780.07324,1758146964.747,1758146964747,4.049999952316284,4050
691.4286,797.3993,798.60803,722.0513,1758146964.747,1758146964747,4.049999952316284,4050
830.0366,903.36993,801.8315,818.7546,1758146964.747,1758146964747,4.049999952316284,4050
911.02563,831.6484,805.05493,893.2967,1758146964.748,1758146964748,4.050999879837036,4051
778.46155,686.99634,801.02563,800.2198,1758146964.748,1758146964748,4.050999879837036,4051
674.10254,698.2784,794.9817,709.9634,1758146964.748,1758146964748,4.050999879837036,4051
779.2674,830.0366,794.9817,774.43225,1758146964.749,1758146964749,4.052000045776367,4052
911.02563,940.84247,803.0403,877.5824,1758146964.749,1758146964749,4.052000045776367,4052
823.1868,746.63007,803.0403,829.6337,1758146964.786,1758146964786,4.08899998664856,4089
686.1905,649.92676,797.3993,717.2161,1758146964.786,1758146964786,4.08899998664856,4089
751.4652,842.1245,800.2198,737.3626,1758146964.787,1758146964787,4.0899999141693115,4090
897.72894,917.0696,808.68134,850.989,1758146964.787,1758146964787,4.0899999141693115,4090
879.19415,842.9304,812.71063,861.4652,1758146964.787,1758146964787,4.0899999141693115,4090
724.4689,754.68866,805.8608,755.09155,1758146964.788,1758146964788,4.091000080108643,4091
703.91943,738.1685,802.23444,732.52747,1758146964.788,1758146964788,4.091000080108643,4091
840.5128,872.3443,807.8755,840.9158,1758146964.788,1758146964788,4.091000080108643,4091
883.6264,911.4286,813.5165,899.7436,1758146964.789,1758146964789,4.0920000076293945,4092
740.18317,645.89746,810.293,796.99634,1758146964.789,1758146964789,4.0920000076293945,4092
670.87915,641.4652,803.0403,718.022,1758146964.789,1758146964789,4.0920000076293945,4092
811.0989,903.7729,806.26373,803.44324,1758146964.79,1758146964790,4.0929999351501465,4093
921.50183,991.2088,813.91943,896.9231,1758146964.834,1758146964834,4.13700008392334,4137
802.6374,753.47986,806.6667,813.1135,1758146964.835,1758146964835,4.138000011444092,4138
690.2198,660.0,800.6227,713.9927,1758146964.835,1758146964835,4.138000011444092,4138
788.5348,842.9304,804.2491,774.0293,1758146964.835,1758146964835,4.138000011444092,4138
915.05493,973.47986,806.26373,877.5824,1758146964.836,1758146964836,4.138999938964844,4139
838.9011,848.1685,805.8608,842.52747,1758146964.836,1758146964836,4.138999938964844,4139
705.12823,686.1905,801.02563,734.94507,1758146964.838,1758146964838,4.141000032424927,4141
748.24176,757.1062,799.011,742.6007,1758146964.838,1758146964838,4.141000032424927,4141
888.46155,899.7436,802.23444,852.6007,1758146964.838,1758146964838,4.141000032424927,4141
880.0,837.6923,801.4286,870.32965,1758146964.839,1758146964839,4.141999959945679,4142
734.5421,690.6227,795.38464,755.89746,1758146964.839,1758146964839,4.141999959945679,4142
711.1722,742.1978,793.7729,716.0073,1758146964.839,1758146964839,4.141999959945679,4142
850.58606,917.0696,801.8315,822.381,1758146964.876,1758146964876,4.178999900817871,4179
911.4286,904.9817,808.2784,886.8498,1758146964.877,1758146964877,4.180000066757202,4180
774.43225,707.9487,805.4579,786.1172,1758146964.877,1758146964877,4.180000066757202,4180
692.6374,686.5934,804.65204,712.381,1758146964.877,1758146964877,4.180000066757202,4180
813.91943,925.5311,808.2784,801.02563,1758146964.878,1758146964878,4.180999994277954,4181
926.7399,970.65936,812.71063,900.54944,1758146964.878,1758146964878,4.180999994277954,4181
814.7253,693.8461,808.68134,823.1868,1758146964.878,1758146964878,4.180999994277954,4181
681.3553,661.6117,800.6227,713.9927,1758146964.879,1758146964879,4.181999921798706,4182
764.35895,857.03296,802.6374,763.5531,1758146964.879,1758146964879,4.181999921798706,4182
905.38464,897.72894,810.293,871.13556,1758146964.879,1758146964879,4.181999921798706,4182
854.21246,774.83514,813.91943,851.39197,1758146964.88,1758146964880,4.183000087738037,4183
714.7985,626.1539,806.6667,742.6007,1758146964.88,1758146964880,4.183000087738037,4183
741.79486,793.7729,806.26373,737.76556,1758146964.928,1758146964928,4.230999946594238,4231
885.64105,967.4359,814.7253,848.5714,1758146964.928,1758146964928,4.230999946594238,4231
898.1319,886.04395,818.3516,880.40295,1758146964.929,1758146964929,4.23199987411499,4232
761.53845,689.41394,811.9048,778.0586,1758146964.929,1758146964929,4.23199987411499,4232
715.6044,730.5128,805.05493,728.49817,1758146964.929,1758146964929,4.23199987411499,4232
845.7509,968.24176,808.68134,819.9634,1758146964.93,1758146964930,4.233000040054321,4233
924.7253,939.2308,814.7253,892.8938,1758146964.93,1758146964930,4.233000040054321,4233
797.8022,662.8205,813.1135,809.89014,1758146964.93,1758146964930,4.233000040054321,4233
697.0696,608.8278,805.8608,723.2601,1758146964.932,1758146964932,4.234999895095825,4235
799.011,883.22345,804.65204,788.1319,1758146964.932,1758146964932,4.234999895095825,4235
915.4579,963.4066,811.9048,888.0586,1758146964.933,1758146964933,4.236000061035156,4236
825.6044,738.5714,808.2784,837.6923,1758146964.933,1758146964933,4.236000061035156,4236
701.0989,675.31134,800.6227,732.1245,1758146964.964,1758146964964,4.266999959945679,4267
755.89746,821.1722,797.8022,752.674,1758146964.965,1758146964965,4.267999887466431,4268
879.19415,933.1868,801.4286,854.21246,1758146964.965,1758146964965,4.267999887466431,4268
851.79486,828.8278,807.0696,859.85345,1758146964.965,1758146964965,4.267999887466431,4268
720.84247,676.52014,805.8608,758.71796,1758146964.966,1758146964966,4.269000053405762,4269
727.6923,796.5934,802.6374,733.73627,1758146964.966,1758146964966,4.269000053405762,4269
864.2857,943.663,805.05493,831.6484,1758146964.966,1758146964966,4.269000053405762,4269
894.10254,847.76556,807.8755,876.77655,1758146964.967,1758146964967,4.269999980926514,4270
765.56775,723.2601,799.011,783.2967,1758146964.967,1758146964967,4.269999980926514,4270
707.1429,672.0879,793.7729,716.0073,1758146964.968,1758146964968,4.270999908447266,4271
816.7399,882.8205,801.02563,786.9231,1758146964.968,1758146964968,4.270999908447266,4271
900.54944,945.2747,805.4579,867.1062,1758146964.968,1758146964968,4.270999908447266,4271
797.8022,720.0366,804.65204,807.47253,1758146965.034,1758146965034,4.336999893188477,4337
703.1135,739.7802,802.23444,727.28937,1758146965.035,1758146965035,4.338000059127808,4338
783.2967,871.13556,797.8022,771.6117,1758146965.035,1758146965035,4.338000059127808,4338
891.685,888.46155,801.02563,863.47986,1758146965.035,1758146965035,4.338000059127808,4338
828.022,799.81683,802.23444,836.08057,1758146965.036,1758146965036,4.33899998664856,4339
709.5604,780.87915,799.011,743.00366,1758146965.036,1758146965036,4.33899998664856,4339
744.61536,810.293,799.41394,750.65936,1758146965.036,1758146965036,4.33899998664856,4339
861.06226,810.293,799.41394,841.31866,1758146965.037,1758146965037,4.3399999141693115,4340
853.8095,820.7692,802.6374,857.03296,1758146965.037,1758146965037,4.3399999141693115,4340
728.0952,724.87177,803.44324,766.77655,1758146965.037,1758146965037,4.3399999141693115,4340
708.3516,713.9927,800.6227,735.34796,1758146965.039,1758146965039,4.3420000076293945,4342
836.4835,885.2381,804.65204,822.7839,1758146965.04,1758146965040,4.3429999351501465,4343
887.6557,905.38464,808.2784,876.3736,1758146965.077,1758146965077,4.379999876022339,4380
771.6117,734.94507,804.2491,801.02563,1758146965.077,1758146965077,4.379999876022339,4380
706.7399,713.1868,803.8461,736.9597,1758146965.078,1758146965078,4.38100004196167,4381
798.20514,826.0073,803.44324,792.1612,1758146965.078,1758146965078,4.38100004196167,4381
886.4469,915.4579,805.4579,870.7326,1758146965.078,1758146965078,4.38100004196167,4381
805.05493,843.3333,809.0842,823.9927,1758146965.079,1758146965079,4.381999969482422,4382
702.3077,671.28204,803.0403,736.55676,1758146965.079,1758146965079,4.381999969482422,4382
764.35895,728.9011,796.99634,761.53845,1758146965.079,1758146965079,4.381999969482422,4382
879.59705,962.1978,805.4579,853.4066,1758146965.08,1758146965080,4.382999897003174,4383
837.6923,796.5934,809.0842,849.3773,1758146965.08,1758146965080,4.382999897003174,4383
719.6337,680.54944,800.6227,758.71796,1758146965.08,1758146965080,4.382999897003174,4383
737.76556,770.80585,799.011,747.8388,1758146965.081,1758146965081,4.384000062942505,4384
857.8388,893.2967,804.2491,834.0659,1758146965.105,1758146965105,4.4079999923706055,4408
869.5238,849.3773,809.89014,867.9121,1758146965.106,1758146965106,4.408999919891357,4409
749.45056,706.337,808.68134,782.8938,1758146965.106,1758146965106,4.408999919891357,4409
707.1429,712.381,802.23444,734.94507,1758146965.107,1758146965107,4.4100000858306885,4410
811.9048,906.99634,802.6374,809.0842,1758146965.107,1758146965107,4.4100000858306885,4410
884.43225,967.8388,809.0842,875.16486,1758146965.108,1758146965108,4.41100001335144,4411
789.34064,770.80585,809.0842,806.6667,1758146965.108,1758146965108,4.41100001335144,4411
708.7546,636.63007,800.6227,727.28937,1758146965.108,1758146965108,4.41100001335144,4411
795.78754,761.53845,799.81683,777.25275,1758146965.109,1758146965109,4.411999940872192,4412
893.69965,913.44324,805.4579,859.45056,1758146965.109,1758146965109,4.411999940872192,4412
822.7839,805.4579,806.6667,826.4103,1758146965.109,1758146965109,4.411999940872192,4412
720.0366,686.5934,803.0403,744.21246,1758146965.11,1758146965110,4.412999868392944,4413
762.74725,796.5934,801.02563,756.7033,1758146965.17,1758146965170,4.4730000495910645,4473
870.7326,912.6374,803.44324,840.5128,1758146965.171,1758146965171,4.473999977111816,4474
849.7802,837.6923,807.8755,845.34796,1758146965.171,1758146965171,4.473999977111816,4474
733.3333,683.36993,807.8755,759.92676,1758146965.172,1758146965172,4.474999904632568,4475
732.9304,764.35895,804.65204,742.6007,1758146965.172,1758146965172,4.474999904632568,4475
850.58606,942.8571,805.8608,827.2161,1758146965.173,1758146965173,4.476000070571899,4476
873.5531,853.4066,809.0842,861.4652,1758146965.173,1758146965173,4.476000070571899,4476
758.315,712.7839,805.4579,782.8938,1758146965.173,1758146965173,4.476000070571899,4476
714.7985,735.7509,797.8022,732.52747,1758146965.174,1758146965174,4.476999998092651,4477
815.9341,785.31134,797.3993,796.5934,1758146965.174,1758146965174,4.476999998092651,4477
893.2967,842.52747,800.2198,867.50916,1758146965.174,1758146965174,4.476999998092651,4477
811.50183,775.64105,803.44324,816.7399,1758146965.175,1758146965175,4.477999925613403,4478
729.304,709.9634,802.6374,746.2271,1758146965.21,1758146965210,4.513000011444092,4513
798.60803,826.4103,801.8315,785.7143,1758146965.21,1758146965210,4.513000011444092,4513
893.69965,917.47253,805.4579,863.47986,1758146965.211,1758146965211,4.513999938964844,4514
830.84247,770.80585,806.6667,834.0659,1758146965.211,1758146965211,4.513999938964844,4514
718.4249,716.4103,800.2198,746.63007,1758146965.211,1758146965211,4.513999938964844,4514
755.4945,875.56775,799.41394,758.71796,1758146965.212,1758146965212,4.514999866485596,4515
869.5238,908.20514,801.8315,845.7509,1758146965.212,1758146965212,4.514999866485596,4515
855.42126,796.99634,804.2491,855.0183,1758146965.212,1758146965212,4.514999866485596,4515
738.5714,695.4579,802.23444,766.3736,1758146965.213,1758146965213,4.516000032424927,4516
724.87177,718.022,795.38464,734.1392,1758146965.213,1758146965213,4.516000032424927,4516
836.8865,872.74725,796.5934,815.12823,1758146965.213,1758146965213,4.516000032424927,4516
880.40295,884.43225,803.0403,864.68866,1758146965.214,1758146965214,4.516999959945679,4517
772.4176,785.31134,802.6374,789.7436,1758146965.251,1758146965251,4.553999900817871,4554
707.9487,739.3773,799.81683,727.28937,1758146965.252,1758146965252,4.555000066757202,4555
801.4286,828.4249,803.8461,786.52014,1758146965.253,1758146965253,4.555999994277954,4556
884.43225,924.7253,807.0696,864.68866,1758146965.254,1758146965254,4.556999921798706,4557
798.60803,792.96704,807.47253,815.9341,1758146965.254,1758146965254,4.556999921798706,4557
705.12823,755.89746,804.65204,736.1539,1758146965.254,1758146965254,4.556999921798706,4557
775.64105,824.3956,801.8315,771.6117,1758146965.255,1758146965255,4.558000087738037,4558
887.6557,886.04395,806.26373,855.42126,1758146965.255,1758146965255,4.558000087738037,4558
832.8571,803.8461,804.2491,830.4396,1758146965.255,1758146965255,4.558000087738037,4558
715.6044,649.5238,800.6227,742.6007,1758146965.256,1758146965256,4.559000015258789,4559
747.03296,755.89746,800.2198,745.0183,1758146965.256,1758146965256,4.559000015258789,4559
869.92676,888.0586,804.65204,836.08057,1758146965.256,1758146965256,4.559000015258789,4559
869.12085,857.4359,809.89014,859.45056,1758146965.324,1758146965324,4.626999855041504,4627
745.82416,726.8865,805.05493,767.98535,1758146965.325,1758146965325,4.628000020980835,4628
722.0513,704.3223,798.60803,729.707,1758146965.325,1758146965325,4.628000020980835,4628
842.9304,911.02563,803.0403,815.12823,1758146965.326,1758146965326,4.628999948501587,4629
896.52014,967.4359,813.5165,876.3736,1758146965.326,1758146965326,4.628999948501587,4629
778.86444,745.82416,808.2784,797.8022,1758146965.327,1758146965327,4.629999876022339,4630
703.1135,693.44324,801.8315,726.4835,1758146965.327,1758146965327,4.629999876022339,4630
802.23444,798.20514,801.8315,790.54944,1758146965.327,1758146965327,4.629999876022339,4630
895.31134,885.64105,807.8755,875.16486,1758146965.328,1758146965328,4.63100004196167,4631
803.0403,786.9231,809.4872,821.978,1758146965.328,1758146965328,4.63100004196167,4631
699.89014,694.2491,804.2491,732.1245,1758146965.328,1758146965328,4.63100004196167,4631
770.40295,803.44324,801.4286,766.77655,1758146965.329,1758146965329,4.631999969482422,4632
892.49084,923.91943,803.8461,859.0476,1758146965.368,1758146965368,4.671000003814697,4671
843.73627,820.7692,804.2491,844.94507,1758146965.368,1758146965368,4.671000003814697,4671
709.15753,680.14655,794.9817,740.989,1758146965.369,1758146965369,4.671999931335449,4672
728.0952,759.5238,793.7729,734.1392,1758146965.369,1758146965369,4.671999931335449,4672
861.4652,961.39197,805.4579,838.0952,1758146965.371,1758146965371,4.674000024795532,4674
868.71796,940.0366,809.0842,865.4945,1758146965.371,1758146965371,4.674000024795532,4674
730.10986,675.7143,801.4286,765.56775,1758146965.371,1758146965371,4.674000024795532,4674
695.05493,689.41394,796.99634,718.022,1758146965.372,1758146965372,4.674999952316284,4675
823.5897,907.8022,801.02563,806.6667,1758146965.372,1758146965372,4.674999952316284,4675
891.28204,840.10986,803.0403,875.9707,1758146965.372,1758146965372,4.674999952316284,4675
769.59705,691.4286,798.60803,797.8022,1758146965.373,1758146965373,4.675999879837036,4676
684.57874,702.71063,795.38464,720.0366,1758146965.373,1758146965373,4.675999879837036,4676
790.14655,843.73627,799.41394,783.69965,1758146965.407,1758146965407,4.710000038146973,4710
900.9524,940.4396,806.6667,875.9707,1758146965.408,1758146965408,4.710999965667725,4711
812.3077,755.09155,807.47253,825.2015,1758146965.408,1758146965408,4.710999965667725,4711
691.02563,630.58606,801.8315,725.6777,1758146965.408,1758146965408,4.710999965667725,4711
762.3443,857.03296,802.6374,758.71796,1758146965.409,1758146965409,4.711999893188477,4712
900.9524,1034.7252,809.89014,867.1062,1758146965.409,1758146965409,4.711999893188477,4712
859.85345,815.9341,812.3077,856.2271,1758146965.409,1758146965409,4.711999893188477,4712
715.2015,568.1319,802.23444,740.58606,1758146965.41,1758146965410,4.713000059127808,4713
723.2601,749.45056,795.38464,726.08057,1758146965.41,1758146965410,4.713000059127808,4713
867.1062,944.87177,801.02563,832.0513,1758146965.41,1758146965410,4.713000059127808,4713
889.67035,893.69965,805.4579,870.32965,1758146965.41,1758146965410,4.713000059127808,4713
745.0183,716.4103,802.23444,768.7912,1758146965.411,1758146965411,4.71399998664856,4714
