TP9,AF7,AF8,TP10,unix_sec,unix_ms,rel_sec,rel_ms
692.6374,688.60803,804.65204,727.28937,1758146960.891,1758146960891,0.1940000057220459,194
803.44324,891.28204,804.2491,794.57874,1758146960.891,1758146960891,0.1940000057220459,194
904.17584,1003.2967,805.05493,877.98535,1758146960.892,1758146960892,0.19499993324279785,195
805.05493,790.9524,806.6667,823.1868,1758146960.892,1758146960892,0.19499993324279785,195
688.20514,591.50183,802.6374,728.0952,1758146960.892,1758146960892,0.19499993324279785,195
765.56775,771.2088,799.81683,762.3443,1758146960.893,1758146960893,0.1959998607635498,196
892.8938,937.619,808.68134,863.8828,1758146960.893,1758146960893,0.1959998607635498,196
836.4835,766.77655,811.0989,845.34796,1758146960.893,1758146960893,0.1959998607635498,196
703.91943,653.1502,803.0403,743.00366,1758146960.894,1758146960894,0.19700002670288086,197
732.1245,799.011,799.011,742.1978,1758146960.949,1758146960949,0.2519998550415039,252
868.71796,920.696,803.0403,840.10986,1758146960.95,1758146960950,0.25300002098083496,253
880.0,867.50916,804.65204,868.71796,1758146960.95,1758146960950,0.25300002098083496,253
742.6007,710.3663,797.8022,770.80585,1758146960.951,1758146960951,0.2539999485015869,254
705.9341,738.5714,793.36993,720.4396,1758146960.951,1758146960951,0.2539999485015869,254
842.1245,999.2674,799.81683,809.0842,1758146960.951,1758146960951,0.2539999485015869,254
909.81683,947.6923,803.8461,876.77655,1758146960.952,1758146960952,0.25499987602233887,255
776.4469,623.73627,795.38464,791.3553,1758146960.952,1758146960952,0.25499987602233887,255
693.8461,732.1245,793.7729,716.4103,1758146960.952,1758146960952,0.25499987602233887,255
799.011,861.8681,798.60803,785.31134,1758146960.953,1758146960953,0.2560000419616699,256
904.17584,862.27106,800.6227,875.16486,1758146960.953,1758146960953,0.2560000419616699,256
813.91943,742.6007,799.81683,820.3663,1758146960.953,1758146960953,0.2560000419616699,256
695.8608,695.05493,794.9817,724.0659,1758146961.018,1758146961018,0.3209998607635498,321
768.7912,849.7802,794.57874,757.9121,1758146961.018,1758146961018,0.3209998607635498,321
900.9524,944.87177,799.41394,855.42126,1758146961.02,1758146961020,0.3229999542236328,323
860.65936,813.1135,802.23444,852.6007,1758146961.02,1758146961020,0.3229999542236328,323
726.4835,676.1172,799.011,748.24176,1758146961.021,1758146961021,0.32399988174438477,324
736.9597,832.8571,794.9817,729.707,1758146961.021,1758146961021,0.32399988174438477,324
872.3443,931.1722,799.41394,829.6337,1758146961.021,1758146961021,0.32399988174438477,324
893.69965,775.2381,805.05493,871.53845,1758146961.022,1758146961022,0.3250000476837158,325
752.674,671.685,797.8022,775.64105,1758146961.022,1758146961022,0.3250000476837158,325
695.05493,724.87177,794.57874,718.8278,1758146961.022,1758146961022,0.3250000476837158,325
815.9341,870.7326,802.6374,801.4286,1758146961.022,1758146961022,0.3250000476837158,325
897.72894,896.1172,809.89014,876.3736,1758146961.023,1758146961023,0.3259999752044678,326
782.8938,786.9231,808.68134,803.0403,1758146961.025,1758146961025,0.3280000686645508,328
684.17584,733.3333,803.0403,714.7985,1758146961.025,1758146961025,0.3280000686645508,328
777.6557,814.3223,803.8461,769.19415,1758146961.026,1758146961026,0.32899999618530273,329
894.10254,880.40295,809.89014,863.0769,1758146961.026,1758146961026,0.32899999618530273,329
811.50183,796.5934,805.8608,818.7546,1758146961.026,1758146961026,0.32899999618530273,329
685.78754,756.7033,801.4286,724.4689,1758146961.027,1758146961027,0.3299999237060547,330
739.7802,844.1392,803.0403,748.6447,1758146961.027,1758146961027,0.3299999237060547,330
870.7326,931.978,809.0842,848.97437,1758146961.027,1758146961027,0.3299999237060547,330
850.18317,812.3077,811.0989,855.82416,1758146961.028,1758146961028,0.33100008964538574,331
714.7985,607.619,803.0403,754.68866,1758146961.028,1758146961028,0.33100008964538574,331
707.5458,715.2015,797.3993,722.4542,1758146961.028,1758146961028,0.33100008964538574,331
843.73627,911.4286,798.20514,818.7546,1758146961.029,1758146961029,0.3320000171661377,332
889.67035,863.8828,805.8608,873.1502,1758146961.082,1758146961082,0.38499999046325684,385
766.3736,717.619,805.8608,788.5348,1758146961.083,1758146961083,0.3859999179840088,386
703.1135,715.2015,796.99634,730.5128,1758146961.083,1758146961083,0.3859999179840088,386
817.5458,840.9158,800.2198,804.65204,1758146961.084,1758146961084,0.38700008392333984,387
917.0696,974.2857,809.89014,883.6264,1758146961.085,1758146961085,0.3880000114440918,388
807.8755,779.67035,804.65204,816.7399,1758146961.085,1758146961085,0.3880000114440918,388
695.05493,645.09155,799.011,724.4689,1758146961.086,1758146961086,0.38899993896484375,389
782.49084,772.01465,801.4286,770.0,1758146961.086,1758146961086,0.38899993896484375,389
905.78754,884.0293,805.8608,865.4945,1758146961.086,1758146961086,0.38899993896484375,389
844.1392,775.2381,804.2491,835.6777,1758146961.087,1758146961087,0.3899998664855957,390
715.6044,657.98535,797.8022,732.9304,1758146961.087,1758146961087,0.3899998664855957,390
762.3443,803.8461,801.8315,746.2271,1758146961.087,1758146961087,0.3899998664855957,390
911.02563,961.79486,807.8755,857.03296,1758146961.116,1758146961116,0.41899991035461426,419
898.5348,861.06226,808.68134,878.3883,1758146961.116,1758146961116,0.41899991035461426,419
743.8095,690.2198,802.6374,780.87915,1758146961.117,1758146961117,0.4200000762939453,420
703.5165,696.26373,799.41394,739.3773,1758146961.117,1758146961117,0.4200000762939453,420
829.6337,932.381,807.0696,833.2601,1758146961.117,1758146961117,0.4200000762939453,420
891.28204,992.4176,816.7399,903.36993,1758146961.118,1758146961118,0.42100000381469727,421
760.32965,698.68134,814.7253,813.1135,1758146961.118,1758146961118,0.42100000381469727,421
683.7729,630.18317,805.05493,729.707,1758146961.118,1758146961118,0.42100000381469727,421
804.65204,855.42126,801.8315,796.99634,1758146961.119,1758146961119,0.4219999313354492,422
907.3993,877.1795,801.02563,877.1795,1758146961.119,1758146961119,0.4219999313354492,422
803.44324,737.76556,799.41394,814.3223,1758146961.12,1758146961120,0.42299985885620117,423
687.3993,676.52014,790.9524,714.7985,1758146961.12,1758146961120,0.42299985885620117,423
763.5531,851.39197,785.31134,753.0769,1758146961.176,1758146961176,0.4790000915527344,479
890.87915,968.6447,792.5641,855.0183,1758146961.177,1758146961177,0.48000001907348633,480
842.9304,811.0989,795.38464,840.5128,1758146961.177,1758146961177,0.48000001907348633,480
705.9341,677.326,790.9524,738.5714,1758146961.177,1758146961177,0.48000001907348633,480
730.9158,838.9011,791.3553,736.1539,1758146961.178,1758146961178,0.4809999465942383,481
875.9707,996.8498,795.38464,838.9011,1758146961.178,1758146961178,0.4809999465942383,481
879.19415,880.0,801.8315,865.89746,1758146961.179,1758146961179,0.48199987411499023,482
735.7509,647.1062,798.20514,766.3736,1758146961.18,1758146961180,0.4830000400543213,483
697.0696,695.4579,792.5641,714.3956,1758146961.18,1758146961180,0.4830000400543213,483
828.8278,899.34064,798.60803,808.2784,1758146961.18,1758146961180,0.4830000400543213,483
900.9524,924.7253,801.02563,877.5824,1758146961.181,1758146961181,0.48399996757507324,484
774.43225,731.31866,798.20514,794.17584,1758146961.181,1758146961181,0.48399996757507324,484
680.9524,639.0476,790.54944,712.381,1758146961.217,1758146961217,0.5199999809265137,520
785.7143,895.7143,790.54944,773.22345,1758146961.218,1758146961218,0.5209999084472656,521
901.75824,984.35895,801.4286,864.68866,1758146961.219,1758146961219,0.5220000743865967,522
810.293,727.28937,800.2198,818.3516,1758146961.219,1758146961219,0.5220000743865967,522
685.38464,666.8498,793.36993,723.2601,1758146961.22,1758146961220,0.5230000019073486,523
754.68866,931.5751,793.36993,754.68866,1758146961.22,1758146961220,0.5230000019073486,523
898.1319,959.7802,801.8315,857.03296,1758146961.221,1758146961221,0.5239999294281006,524
861.4652,745.0183,805.05493,850.989,1758146961.221,1758146961221,0.5239999294281006,524
720.84247,707.5458,800.6227,749.85345,1758146961.222,1758146961222,0.5249998569488525,525
728.9011,731.7216,797.3993,731.7216,1758146961.222,1758146961222,0.5249998569488525,525
863.8828,872.74725,798.20514,830.0366,1758146961.223,1758146961223,0.5260000228881836,526
893.69965,872.3443,802.23444,879.19415,1758146961.223,1758146961223,0.5260000228881836,526
758.315,716.8132,799.81683,784.10254,1758146961.266,1758146961266,0.5690000057220459,569
695.4579,726.4835,790.9524,717.2161,1758146961.266,1758146961266,0.5690000057220459,569
819.5604,938.8278,792.5641,799.81683,1758146961.267,1758146961267,0.5699999332427979,570
909.81683,909.81683,800.6227,884.43225,1758146961.267,1758146961267,0.5699999332427979,570
788.5348,686.5934,800.2198,813.91943,1758146961.268,1758146961268,0.5709998607635498,571
686.5934,743.4066,796.1905,726.8865,1758146961.268,1758146961268,0.5709998607635498,571
788.5348,901.3553,802.23444,786.1172,1758146961.268,1758146961268,0.5709998607635498,571
902.5641,862.27106,809.4872,880.80585,1758146961.268,1758146961268,0.5709998607635498,571
820.3663,732.52747,807.0696,838.0952,1758146961.27,1758146961270,0.5729999542236328,573
695.05493,695.05493,799.41394,737.76556,1758146961.27,1758146961270,0.5729999542236328,573
742.6007,812.3077,797.8022,752.674,1758146961.271,1758146961271,0.5739998817443848,574
869.92676,867.50916,803.8461,852.6007,1758146961.271,1758146961271,0.5739998817443848,574
848.5714,805.8608,804.2491,859.0476,1758146961.322,1758146961322,0.625,625
715.2015,718.022,799.41394,758.315,1758146961.323,1758146961323,0.625999927520752,626
707.9487,760.7326,796.5934,731.31866,1758146961.323,1758146961323,0.625999927520752,626
839.304,904.17584,796.99634,823.9927,1758146961.323,1758146961323,0.625999927520752,626
886.04395,905.78754,805.05493,880.0,1758146961.324,1758146961324,0.6269998550415039,627
759.5238,783.2967,806.6667,792.96704,1758146961.324,1758146961324,0.6269998550415039,627
687.3993,734.94507,798.20514,717.2161,1758146961.324,1758146961324,0.6269998550415039,627
803.0403,845.34796,798.60803,789.34064,1758146961.325,1758146961325,0.628000020980835,628
900.9524,881.6117,803.0403,875.56775,1758146961.325,1758146961325,0.628000020980835,628
793.36993,673.69965,803.44324,812.71063,1758146961.325,1758146961325,0.628000020980835,628
691.02563,659.59705,799.81683,724.87177,1758146961.326,1758146961326,0.6289999485015869,629
769.59705,834.87177,796.99634,768.3883,1758146961.326,1758146961326,0.6289999485015869,629
890.4762,943.2601,799.41394,867.50916,1758146961.393,1758146961393,0.6959998607635498,696
834.4689,773.6264,804.65204,843.73627,1758146961.394,1758146961394,0.6970000267028809,697
703.5165,643.47986,803.44324,741.79486,1758146961.395,1758146961395,0.6979999542236328,698
736.9597,750.65936,799.81683,743.00366,1758146961.395,1758146961395,0.6979999542236328,698
876.77655,959.7802,805.4579,846.9597,1758146961.396,1758146961396,0.6989998817443848,699
876.3736,931.978,811.9048,874.35895,1758146961.396,1758146961396,0.6989998817443848,699
738.5714,701.9048,807.8755,775.64105,1758146961.397,1758146961397,0.7000000476837158,700
715.2015,667.6557,800.6227,731.7216,1758146961.397,1758146961397,0.7000000476837158,700
845.34796,876.3736,799.81683,822.381,1758146961.398,1758146961398,0.7009999752044678,701
906.5934,925.5311,806.26373,888.86444,1758146961.398,1758146961398,0.7009999752044678,701
778.86444,688.20514,806.6667,802.23444,1758146961.401,1758146961401,0.7039999961853027,704
697.47253,704.3223,801.8315,722.8571,1758146961.401,1758146961401,0.7039999961853027,704
811.9048,877.1795,801.8315,788.5348,1758146961.442,1758146961442,0.744999885559082,745
916.6667,909.011,805.4579,880.80585,1758146961.442,1758146961442,0.744999885559082,745
817.1429,731.7216,803.44324,827.2161,1758146961.443,1758146961443,0.7460000514984131,746
702.71063,645.89746,803.44324,734.94507,1758146961.443,1758146961443,0.7460000514984131,746
774.0293,883.22345,805.8608,773.22345,1758146961.444,1758146961444,0.746999979019165,747
902.96704,1050.0366,810.293,877.1795,1758146961.444,1758146961444,0.746999979019165,747
852.1978,776.8498,812.3077,865.89746,1758146961.444,1758146961444,0.746999979019165,747
710.7692,592.3077,803.44324,759.92676,1758146961.444,1758146961444,0.746999979019165,747
730.5128,801.02563,799.81683,750.65936,1758146961.445,1758146961445,0.747999906539917,748
870.7326,888.0586,803.0403,848.5714,1758146961.445,1758146961445,0.747999906539917,748
881.6117,796.1905,806.6667,879.19415,1758146961.445,1758146961445,0.747999906539917,748
738.5714,677.72894,805.4579,781.685,1758146961.446,1758146961446,0.749000072479248,749
699.0842,792.1612,800.2198,729.707,1758146961.489,1758146961489,0.7920000553131104,792
831.6484,935.6044,801.4286,818.3516,1758146961.49,1758146961490,0.7929999828338623,793
901.3553,863.0769,805.05493,889.2674,1758146961.49,1758146961490,0.7929999828338623,793
776.04395,688.20514,803.0403,809.89014,1758146961.49,1758146961490,0.7929999828338623,793
689.011,689.81683,799.41394,725.6777,1758146961.491,1758146961491,0.7939999103546143,794
799.41394,940.4396,805.05493,792.1612,1758146961.491,1758146961491,0.7939999103546143,794
916.6667,939.2308,813.91943,886.8498,1758146961.492,1758146961492,0.7950000762939453,795
828.8278,703.5165,809.4872,839.304,1758146961.492,1758146961492,0.7950000762939453,795
701.9048,619.707,800.2198,737.3626,1758146961.492,1758146961492,0.7950000762939453,795
760.32965,809.0842,799.81683,763.1502,1758146961.493,1758146961493,0.7960000038146973,796
893.69965,960.58606,806.26373,871.9414,1758146961.493,1758146961493,0.7960000038146973,796
856.63007,814.3223,806.6667,870.32965,1758146961.493,1758146961493,0.7960000038146973,796
715.6044,675.31134,802.6374,766.3736,1758146961.546,1758146961546,0.8489999771118164,849
722.0513,778.0586,802.6374,746.2271,1758146961.547,1758146961547,0.8499999046325684,850
861.4652,910.6227,804.2491,839.707,1758146961.547,1758146961547,0.8499999046325684,850
893.69965,860.65936,805.05493,878.3883,1758146961.547,1758146961547,0.8499999046325684,850
761.13556,770.40295,803.0403,788.1319,1758146961.548,1758146961548,0.8510000705718994,851
695.05493,749.85345,794.57874,719.6337,1758146961.548,1758146961548,0.8510000705718994,851
804.2491,853.00366,794.17584,791.3553,1758146961.548,1758146961548,0.8510000705718994,851
892.0879,897.326,800.6227,868.315,1758146961.549,1758146961549,0.8519999980926514,852
782.0879,747.4359,802.23444,805.8608,1758146961.549,1758146961549,0.8519999980926514,852
674.5055,610.84247,793.7729,721.6484,1758146961.549,1758146961549,0.8519999980926514,852
769.59705,840.9158,796.99634,772.8205,1758146961.55,1758146961550,0.8529999256134033,853
896.9231,929.15753,806.6667,868.71796,1758146961.55,1758146961550,0.8529999256134033,853
824.3956,770.40295,805.8608,834.4689,1758146961.582,1758146961582,0.8849999904632568,885
697.47253,696.26373,800.2198,736.1539,1758146961.583,1758146961583,0.8859999179840088,886
737.76556,788.5348,799.011,746.2271,1758146961.584,1758146961584,0.8870000839233398,887
873.1502,921.0989,805.05493,845.7509,1758146961.584,1758146961584,0.8870000839233398,887
859.85345,840.10986,808.2784,859.45056,1758146961.585,1758146961585,0.8880000114440918,888
725.6777,745.82416,801.4286,767.5824,1758146961.585,1758146961585,0.8880000114440918,888
716.0073,776.8498,792.5641,731.31866,1758146961.586,1758146961586,0.8889999389648438,889
839.707,814.7253,793.7729,813.5165,1758146961.587,1758146961587,0.8899998664855957,890
882.8205,810.293,796.5934,869.12085,1758146961.587,1758146961587,0.8899998664855957,890
766.3736,729.707,796.1905,790.54944,1758146961.588,1758146961588,0.8910000324249268,891
701.9048,718.022,797.3993,726.4835,1758146961.588,1758146961588,0.8910000324249268,891
809.89014,842.52747,802.23444,796.99634,1758146961.589,1758146961589,0.8919999599456787,892
905.38464,933.9927,806.6667,881.6117,1758146961.592,1758146961592,0.8949999809265137,895
809.89014,784.10254,805.8608,826.0073,1758146961.593,1758146961593,0.8959999084472656,896
702.71063,672.49084,796.1905,732.1245,1758146961.595,1758146961595,0.8980000019073486,898
771.2088,842.9304,792.96704,767.98535,1758146961.595,1758146961595,0.8980000019073486,898
888.86444,956.9597,799.81683,862.27106,1758146961.595,1758146961595,0.8980000019073486,898
836.8865,864.68866,800.6227,845.34796,1758146961.596,1758146961596,0.8989999294281006,899
708.7546,668.46155,797.8022,746.63007,1758146961.596,1758146961596,0.8989999294281006,899
730.5128,702.71063,794.17584,739.3773,1758146961.597,1758146961597,0.8999998569488525,900
867.1062,978.71796,800.2198,840.9158,1758146961.597,1758146961597,0.8999998569488525,900
874.7619,815.12823,809.4872,871.53845,1758146961.597,1758146961597,0.8999998569488525,900
739.3773,714.7985,803.44324,774.0293,1758146961.598,1758146961598,0.9010000228881836,901
708.3516,749.45056,797.8022,724.0659,1758146961.598,1758146961598,0.9010000228881836,901
838.9011,840.9158,799.81683,805.05493,1758146961.627,1758146961627,0.9300000667572021,930
906.1905,924.3223,803.0403,871.13556,1758146961.627,1758146961627,0.9300000667572021,930
786.9231,747.4359,803.8461,792.96704,1758146961.627,1758146961627,0.9300000667572021,930
704.3223,644.68866,801.02563,714.3956,1758146961.628,1758146961628,0.9309999942779541,931
806.6667,858.24176,801.4286,778.0586,1758146961.628,1758146961628,0.9309999942779541,931
911.02563,1042.381,805.05493,864.2857,1758146961.628,1758146961628,0.9309999942779541,931
824.3956,764.7619,796.1905,819.5604,1758146961.629,1758146961629,0.931999921798706,932
716.4103,568.5348,792.5641,737.3626,1758146961.63,1758146961630,0.9330000877380371,933
766.77655,830.0366,800.6227,750.2564,1758146961.631,1758146961631,0.9340000152587891,934
880.80585,985.16486,807.8755,842.9304,1758146961.631,1758146961631,0.9340000152587891,934
844.1392,773.6264,810.293,843.3333,1758146961.632,1758146961632,0.934999942779541,935
707.5458,659.59705,807.0696,736.1539,1758146961.632,1758146961632,0.934999942779541,935
711.5751,755.09155,804.2491,714.7985,1758146961.698,1758146961698,1.000999927520752,1001
835.2747,932.381,809.0842,805.4579,1758146961.699,1758146961699,1.001999855041504,1002
852.1978,917.8755,817.1429,852.6007,1758146961.699,1758146961699,1.001999855041504,1002
712.381,598.7546,811.9048,753.0769,1758146961.7,1758146961700,1.003000020980835,1003
656.77655,667.6557,806.6667,686.99634,1758146961.701,1758146961701,1.003999948501587,1004
776.04395,979.92676,809.89014,767.5824,1758146961.701,1758146961701,1.003999948501587,1004
848.97437,889.67035,819.15753,838.0952,1758146961.702,1758146961702,1.0049998760223389,1005
735.34796,615.6777,820.3663,766.77655,1758146961.702,1758146961702,1.0049998760223389,1005
639.0476,679.34064,814.3223,679.7436,1758146961.702,1758146961702,1.0049998760223389,1005
725.6777,806.26373,811.0989,731.31866,1758146961.702,1758146961702,1.0049998760223389,1005
838.9011,884.43225,816.337,827.619,1758146961.703,1758146961703,1.00600004196167,1006
762.3443,730.5128,821.1722,788.1319,1758146961.703,1758146961703,1.00600004196167,1006
642.674,621.31866,816.7399,693.8461,1758146961.729,1758146961729,1.0320000648498535,1032
692.6374,773.6264,815.5311,712.381,1758146961.729,1758146961729,1.0320000648498535,1032
818.7546,907.3993,820.7692,805.4579,1758146961.73,1758146961730,1.0329999923706055,1033
797.3993,792.5641,821.978,814.3223,1758146961.73,1758146961730,1.0329999923706055,1033
659.19415,682.5641,814.3223,718.022,1758146961.73,1758146961730,1.0329999923706055,1033
654.7619,793.36993,810.293,691.4286,1758146961.731,1758146961731,1.0339999198913574,1034
796.1905,913.44324,814.3223,789.7436,1758146961.731,1758146961731,1.0339999198913574,1034
834.87177,827.2161,819.15753,842.52747,1758146961.731,1758146961731,1.0339999198913574,1034
705.12823,632.1978,815.9341,756.30035,1758146961.732,1758146961732,1.0350000858306885,1035
653.95605,655.16486,811.0989,699.89014,1758146961.732,1758146961732,1.0350000858306885,1035
775.2381,821.1722,811.0989,778.46155,1758146961.732,1758146961732,1.0350000858306885,1035
871.9414,880.40295,815.5311,864.2857,1758146961.733,1758146961733,1.0360000133514404,1036
772.01465,749.45056,813.1135,806.6667,1758146961.791,1758146961791,1.0939998626708984,1094
668.86444,678.1319,802.23444,719.6337,1758146961.792,1758146961792,1.0950000286102295,1095
757.1062,825.6044,801.8315,766.3736,1758146961.793,1758146961793,1.0959999561309814,1096
881.2088,873.5531,808.68134,868.315,1758146961.793,1758146961793,1.0959999561309814,1096
810.293,771.6117,806.26373,839.707,1758146961.793,1758146961793,1.0959999561309814,1096
678.5348,766.3736,797.8022,738.5714,1758146961.793,1758146961793,1.0959999561309814,1096
724.4689,805.8608,798.60803,752.674,1758146961.795,1758146961795,1.0980000495910645,1098
863.0769,879.59705,806.6667,850.18317,1758146961.795,1758146961795,1.0980000495910645,1098
860.2564,839.707,805.8608,859.45056,1758146961.796,1758146961796,1.0989999771118164,1099
731.7216,632.1978,796.5934,761.9414,1758146961.796,1758146961796,1.0989999771118164,1099
709.9634,624.1392,792.1612,721.2454,1758146961.797,1758146961797,1.0999999046325684,1100
844.5421,868.315,798.60803,813.91943,1758146961.797,1758146961797,1.0999999046325684,1100
902.96704,901.3553,807.0696,887.6557,1758146961.835,1758146961835,1.1380000114440918,1138
773.6264,718.8278,803.8461,815.12823,1758146961.835,1758146961835,1.1380000114440918,1138
688.60803,699.4872,799.81683,745.0183,1758146961.836,1758146961836,1.1389999389648438,1139
784.90845,819.5604,804.2491,809.0842,1758146961.836,1758146961836,1.1389999389648438,1139
882.01465,932.7839,805.8608,887.25275,1758146961.836,1758146961836,1.1389999389648438,1139
794.17584,823.9927,805.4579,837.28937,1758146961.837,1758146961837,1.1399998664855957,1140
687.8022,670.07324,801.02563,745.82416,1758146961.837,1758146961837,1.1399998664855957,1140
759.12085,739.3773,796.1905,770.80585,1758146961.837,1758146961837,1.1399998664855957,1140
884.83514,887.6557,803.44324,866.7033,1758146961.838,1758146961838,1.1410000324249268,1141
839.304,807.0696,809.0842,856.2271,1758146961.838,1758146961838,1.1410000324249268,1141
711.978,651.13556,802.23444,761.9414,1758146961.838,1758146961838,1.1410000324249268,1141
733.73627,737.76556,797.8022,757.50916,1758146961.839,1758146961839,1.1419999599456787,1142
866.30035,955.7509,801.8315,854.21246,1758146961.876,1758146961876,1.178999900817871,1179
877.1795,860.2564,803.44324,883.22345,1758146961.876,1758146961876,1.178999900817871,1179
751.4652,684.17584,797.8022,791.75824,1758146961.877,1758146961877,1.1800000667572021,1180
720.4396,718.022,791.75824,746.2271,1758146961.877,1758146961877,1.1800000667572021,1180
