unix_sec,unix_ms,rel_sec,rel_ms,Delta_TP9,Delta_TP10,Delta_AF7,Delta_AF8,Theta_TP9,Theta_TP10,Theta_AF7,Theta_AF8,Alpha_TP9,Alpha_TP10,Alpha_AF7,Alpha_AF8,Beta_TP9,Beta_TP10,Beta_AF7,Beta_AF8,Gamma_TP9,Gamma_TP10,Gamma_AF7,Gamma_AF8
1758146960.707,1758146960707,0.009999990463256836,10,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.707,1758146960707,0.009999990463256836,10,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.739,1758146960739,0.04200005531311035,42,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.739,1758146960739,0.04200005531311035,42,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.74,1758146960740,0.042999982833862305,43,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.74,1758146960740,0.042999982833862305,43,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.74,1758146960740,0.042999982833862305,43,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.741,1758146960741,0.04399991035461426,44,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.741,1758146960741,0.04399991035461426,44,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
1758146960.741,1758146960741,0.04399991035461426,44,0.38483584,1.2402916,0.0,0.16827904,0.250099,0.62634635,0.0,-0.05920861,-0.012604452,0.2519302,0.0,0.10349712,0.47967836,0.17616232,0.0,-0.042965796,-0.09696741,-0.2134887,0.0,-0.4006258
