unix_sec,unix_ms,rel_sec,rel_ms,Delta_TP9,Delta_TP10,Delta_AF7,Delta_AF8,Theta_TP9,Theta_TP10,Theta_AF7,Theta_AF8,Alpha_TP9,Alpha_TP10,Alpha_AF7,Alpha_AF8,Beta_TP9,Beta_TP10,Beta_AF7,Beta_AF8,Gamma_TP9,Gamma_TP10,Gamma_AF7,Gamma_AF8
1758146965.729,1758146965729,5.0320000648498535,5032,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.73,1758146965730,5.0329999923706055,5033,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.73,1758146965730,5.0329999923706055,5033,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.73,1758146965730,5.0329999923706055,5033,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.731,1758146965731,5.033999919891357,5034,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.731,1758146965731,5.033999919891357,5034,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.731,1758146965731,5.033999919891357,5034,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.732,1758146965732,5.0350000858306885,5035,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.732,1758146965732,5.0350000858306885,5035,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.732,1758146965732,5.0350000858306885,5035,0.53616863,0.0899448,0.0,0.013491508,0.4447245,0.007920734,0.0,-0.26275814,0.7996379,0.47518983,0.0,-0.007704221,0.39598957,0.22780535,0.0,-0.34394315,-0.109273925,-0.28577763,0.0,-0.7029651
1758146965.733,1758146965733,5.03600001335144,5036,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.767,1758146965767,5.069999933242798,5070,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.768,1758146965768,5.07099986076355,5071,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.768,1758146965768,5.07099986076355,5071,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.768,1758146965768,5.07099986076355,5071,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.769,1758146965769,5.072000026702881,5072,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.769,1758146965769,5.072000026702881,5072,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.769,1758146965769,5.072000026702881,5072,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.769,1758146965769,5.072000026702881,5072,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.77,1758146965770,5.072999954223633,5073,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.77,1758146965770,5.072999954223633,5073,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.77,1758146965770,5.072999954223633,5073,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.771,1758146965771,5.073999881744385,5074,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.816,1758146965816,5.11899995803833,5119,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.817,1758146965817,5.119999885559082,5120,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.817,1758146965817,5.119999885559082,5120,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.817,1758146965817,5.119999885559082,5120,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.818,1758146965818,5.121000051498413,5121,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.818,1758146965818,5.121000051498413,5121,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.818,1758146965818,5.121000051498413,5121,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.819,1758146965819,5.121999979019165,5122,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.819,1758146965819,5.121999979019165,5122,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.819,1758146965819,5.121999979019165,5122,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.82,1758146965820,5.122999906539917,5123,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.82,1758146965820,5.122999906539917,5123,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.88,1758146965880,5.183000087738037,5183,0.49188703,0.07653698,0.0,-0.02767524,0.42809507,-0.026349982,0.0,-0.27588156,0.7996379,0.46034086,0.0,-0.020838752,0.40191367,0.21733128,0.0,-0.34049773,-0.11990387,-0.2895593,0.0,-0.70116645
1758146965.88,1758146965880,5.183000087738037,5183,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.882,1758146965882,5.184999942779541,5185,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.882,1758146965882,5.184999942779541,5185,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.882,1758146965882,5.184999942779541,5185,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.883,1758146965883,5.185999870300293,5186,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.883,1758146965883,5.185999870300293,5186,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.883,1758146965883,5.185999870300293,5186,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.883,1758146965883,5.185999870300293,5186,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.884,1758146965884,5.187000036239624,5187,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.884,1758146965884,5.187000036239624,5187,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.884,1758146965884,5.187000036239624,5187,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.913,1758146965913,5.216000080108643,5216,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.913,1758146965913,5.216000080108643,5216,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.913,1758146965913,5.216000080108643,5216,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.914,1758146965914,5.2170000076293945,5217,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.914,1758146965914,5.2170000076293945,5217,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.914,1758146965914,5.2170000076293945,5217,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.915,1758146965915,5.2179999351501465,5218,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.915,1758146965915,5.2179999351501465,5218,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.915,1758146965915,5.2179999351501465,5218,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.916,1758146965916,5.218999862670898,5219,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.916,1758146965916,5.218999862670898,5219,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.916,1758146965916,5.218999862670898,5219,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.947,1758146965947,5.25,5250,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.947,1758146965947,5.25,5250,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.948,1758146965948,5.250999927520752,5251,0.44188234,0.07597895,0.0,-0.06958885,0.41739243,-0.061395384,0.0,-0.2938372,0.79589915,0.45499623,0.0,-0.016939094,0.40467545,0.20580186,0.0,-0.33900887,-0.1267542,-0.29456332,0.0,-0.69302607
1758146965.948,1758146965948,5.250999927520752,5251,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.949,1758146965949,5.251999855041504,5252,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.95,1758146965950,5.253000020980835,5253,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.95,1758146965950,5.253000020980835,5253,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.95,1758146965950,5.253000020980835,5253,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.95,1758146965950,5.253000020980835,5253,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.951,1758146965951,5.253999948501587,5254,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.951,1758146965951,5.253999948501587,5254,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146965.951,1758146965951,5.253999948501587,5254,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.007,1758146966007,5.309999942779541,5310,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.008,1758146966008,5.310999870300293,5311,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.008,1758146966008,5.310999870300293,5311,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.009,1758146966009,5.312000036239624,5312,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.009,1758146966009,5.312000036239624,5312,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.009,1758146966009,5.312000036239624,5312,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.01,1758146966010,5.312999963760376,5313,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.01,1758146966010,5.312999963760376,5313,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.01,1758146966010,5.312999963760376,5313,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.011,1758146966011,5.313999891281128,5314,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.011,1758146966011,5.313999891281128,5314,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.011,1758146966011,5.313999891281128,5314,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.042,1758146966042,5.3450000286102295,5345,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.042,1758146966042,5.3450000286102295,5345,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.042,1758146966042,5.3450000286102295,5345,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.043,1758146966043,5.3459999561309814,5346,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.043,1758146966043,5.3459999561309814,5346,0.3998337,0.07211172,0.0,-0.10059486,0.40842578,-0.09434099,0.0,-0.3133572,0.7857387,0.45387152,0.0,-0.0031016183,0.4074144,0.19687799,0.0,-0.33540776,-0.12936161,-0.30138138,0.0,-0.67992884
1758146966.043,1758146966043,5.3459999561309814,5346,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.045,1758146966045,5.3480000495910645,5348,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.045,1758146966045,5.3480000495910645,5348,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.045,1758146966045,5.3480000495910645,5348,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.046,1758146966046,5.348999977111816,5349,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.046,1758146966046,5.348999977111816,5349,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.046,1758146966046,5.348999977111816,5349,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.129,1758146966129,5.431999921798706,5432,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
1758146966.13,1758146966130,5.433000087738037,5433,0.36844125,0.057112474,0.0,-0.12254093,0.39061913,-0.12499012,0.0,-0.3350113,0.7856536,0.48012537,0.0,0.0026581932,0.4113942,0.19399084,0.0,-0.3221544,-0.12339533,-0.30729634,0.0,-0.6659056
